"GEOID","crime_idx","spend_alc","spend_trans","biz_alc","biz_resto","biz_lib","biz_groc","biz_health","biz_hotel","biz_retail","fastfood_6mo","fastfood_freq","road_maxspeed","road_meanspeed","road_maxlength","road_minlength","road_meanlength","road_totlanes","road_maxlanes","road_iri","road_bumps","road_aadt","road_sumlength","road_pci","road_pavewidth","road_vc","road_q","pop","sqmi","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths","pop_dens","race_white","race_minority","female","age_genz","age_millenial","age_genx","age_boomer","age_retiree","divsep","widowed","median_age","not_us_citizen","median_earnings","trav_cars","trav_trans","trav_motorcycle","trav_bike","trav_walk","trav_home","edu_lowedu","edu_hsged","edu_bs","edu_grad","unemp","below_pov"
"36081000100",190,7134110,3461392,1,15,8,9,3,0,75,6979,2578,40,14.13019486,0.50000002,6.22e-05,0.25738,1.0345602,8.96679876,46.09093149,6.80869106,22270.59467,5.73836785,59.25280549,12.05103849,0.05172967,18.67330263,6911,0.5,"NYC",1165,246,24,0,246,0,15354.5454545455,3900,2856,3238,898,3190,2017,511,140,538,119,32.6,1775,94067,601,3658,0,31,93,157,34,648,2261,1602,119,666
"36085027301",40,1192169,344103,1,5,8,1,26,1,15,3144,1382,42,10.66767873,0.87546339,0.00152783,0.45265931,2.05823706,5.99999987,56.09504454,21.87271643,13203.38335,6.8118928,72.4958355,8.71639643,0.24853679,23.69114607,3942,1.18,"NYC",675,152,4,0,152,0,3365.81196581197,2489,1449,2083,875,644,1037,1128,254,359,306,44.4,355,41769,1055,579,0,0,22,25,105,1191,503,399,106,740
"36005037000",66,422268,310986,0,6,1,3,3,0,11,1613,674,5,4.47420165,0.2494346,0.12645841,0.19153436,0.34892156,0.43379931,12.34229445,4.25842512,1603.382461,0.52614543,15.1759991,0.87230391,0.06188163,26.531381,2458,0.06,"NYC",154,54,3,0,54,0,40266.6666666667,68,2348,1386,468,620,776,395,157,337,127,38.3,434,26950,438,597,0,0,62,0,64,778,185,69,108,351
"36047024700",122,523097,385243,1,12,5,9,11,2,73,1873,783,4,1.33084254,0.48370973,1.59e-05,0.32555024,0.36163662,0.45206517,16.05050461,3.47110157,871.4262552,0.86671956,28.19823733,3.03408275,0.01851695,24.37585197,2332,0.07,"NYC",591,150,37,0,150,0,32785.7142857143,508,1787,1229,428,865,553,364,85,199,71,31.9,216,30769,107,947,0,19,43,31,173,537,330,164,124,533
"36047065800",10,530465,128406,1,4,1,0,2,0,11,1256,559,4,1.68655616,0.14812886,0.09995359,0.12342315,0.50779338,0.99953588,8.25413301,1.41913164,681.09682,0.48536426,23.97053751,1.26948346,0.04511256,26.55158576,1774,0.06,"NYC",96,6,2,0,6,0,32316.6666666667,1550,389,1104,366,390,436,605,142,125,178,43.8,101,40379,571,327,0,0,78,14,27,493,432,221,67,42
"36081001900",238,2759098,1338685,3,58,24,16,8,7,143,2851,1053,30,11.45292453,8.08001718,0.00031659,0.26574888,2.38294599,9.00000117,103.1229333,15.17666283,11976.86828,7.25163644,63.53441875,10.21256244,0.03213717,21.32902091,1658,0.33,"NYC",1454,295,52,0,295,0,5441.17647058824,947,903,949,132,907,588,184,39,145,34,33.2,430,67398,134,1095,16,16,34,51,22,161,558,531,70,161
"36081055700",57,655291,402040,0,20,4,11,4,0,60,2673,1047,16,5.86603607,0.36419201,6.28e-05,0.29415933,1.0421215,1.73424767,18.87634198,5.94985562,955.0100592,1.83143858,48.93686788,2.61197527,0.0347449,25.0431955,3581,0.09,"NYC",452,93,27,0,93,0,38355.5555555556,1358,2094,1790,654,1164,948,477,209,315,134,32.7,939,29861,401,1330,0,28,70,18,81,969,285,187,146,460
"36047056400",16,714576,318991,2,3,0,4,7,0,18,1649,709,13,9.3511396,0.33705998,0.0038787,0.28955792,0.69554148,0.95591297,62.66548457,3.83520637,4481.033131,1.14492441,23.17367612,1.7388537,0.23820138,29.56973278,2477,0.07,"NYC",129,44,8,1,43,1,36657.1428571429,2046,520,1322,564,397,716,782,107,142,85,44.4,148,60313,579,460,0,4,44,29,35,640,564,259,54,104
"36061003400",91,3673936,1432501,1,82,10,13,12,0,131,5780,2643,10,6.14903162,0.27446515,0.07651908,0.23281869,0.55517271,0.91505812,12.25637806,3.45345459,2113.21691,1.68555224,32.13778907,4.34587992,0.02248705,28.40345048,6676,0.06,"NYC",843,203,89,0,203,0,103700,3957,2265,2981,222,3149,1712,926,213,485,124,33.5,932,66369,265,2592,0,237,914,304,167,875,2262,909,314,1595
"36061021600",119,2095791,1082341,2,13,4,6,5,1,31,5954,2274,16,9.35899853,0.31687683,0.00011291,0.21684069,0.74278474,1.28705763,12.59786228,1.73100398,1156.105622,0.97491462,34.7831483,1.85696185,0.01271947,28.35780708,7913,0.07,"NYC",375,113,18,0,113,0,118414.285714286,2103,6186,4227,1636,2341,2805,1256,251,990,268,36.3,1094,43938,294,3489,17,87,196,223,323,1680,1567,1159,287,1817
"36005020100",85,449782,526035,0,4,4,4,0,1,11,2152,581,49,10.51588972,0.41999999,0.00018292,0.17559578,0.87793407,3.50160407,24.99611037,2.56452813,16311.12268,3.89501179,74.71833522,6.66747005,0.04843353,23.39980341,4153,0.1,"NYC",868,209,16,0,208,1,39509.0909090909,154,4192,2390,1364,1099,1056,639,188,556,156,31.2,1008,22066,302,1087,0,0,64,134,272,980,275,62,138,1895
"36047009200",34,631553,410850,1,7,7,5,1,0,16,3647,1441,3,0.82516505,0.29317351,0.09866408,0.21792262,0.2081626,0.27031352,NA,NA,379.3320327,0.54066722,15.50491486,0.26556724,NA,26.03278961,5684,0.04,"NYC",143,46,25,0,46,0,137200,384,5104,3008,1397,1607,1677,715,92,284,65,33.2,1998,19343,232,1749,0,71,250,51,565,1016,352,212,297,2313
"36047035700",93,226473,264868,0,1,0,2,0,0,5,1321,357,25,9.2504209,0.24966823,0.000259,0.17135287,1.05156372,4.00000484,10.62122698,1.79080742,7218.635917,0.95682844,34.27088795,4.2412877,0.18975763,27.54257287,2569,0.07,"NYC",805,335,51,1,333,2,35628.5714285714,34,2460,1573,798,632,685,317,62,258,87,28.7,393,27500,129,641,0,0,46,14,62,731,103,38,134,1279
"36047062800",59,1277840,426198,1,11,3,3,6,0,26,3815,1486,23,12.29393238,0.83166095,0.00043527,0.519695,1.26464413,1.9999998,4.21936847,1.0260518,3307.376021,1.52062263,61.78470362,3.18496614,0.18715481,NA,NA,NA,"NYC",245,53,6,1,50,3,16446.6666666667,4251,683,2477,971,854,1489,1221,399,220,329,44,58,46166,1513,533,0,0,71,30,36,1861,531,355,338,378
"36005044902",39,578631,279908,1,8,3,3,0,0,13,1565,589,10,3.2978802,0.18070084,0.05308137,0.14327458,0.50774726,0.81289139,2.58458131,1.60471257,628.1539853,0.77019923,27.72748128,1.70985215,0.01060019,25.87046221,2081,0.06,"NYC",164,39,6,0,39,0,33233.3333333333,1520,474,1038,455,475,588,324,152,207,82,37.4,326,42348,395,388,0,0,70,33,45,587,384,122,97,253
"36047047700",84,1422891,689227,1,8,3,1,0,0,18,3312,1237,45,20.68433212,0.26000004,0.00101621,0.1697659,0.74148932,3.89961191,99.87493804,8.75968911,38217.44513,2.39575287,47.76260745,11.37898666,0.45810696,24.48005404,3707,0.08,"NYC",1311,317,18,0,316,1,45550,2748,896,1818,317,1778,971,390,188,255,162,32.9,346,54301,372,1814,0,62,152,227,33,716,1397,505,81,360
"36047002000",91,149596,45375,0,5,1,8,2,0,26,1090,426,27,11.97303114,0.34620764,0.01528166,0.2796201,0.36923551,1.13288936,74.90949645,18.82421289,24005.80949,2.02757492,23.20648259,7.12256092,0.20403297,20.74773098,1776,0.06,"NYC",630,187,19,0,186,1,21083.3333333333,46,1219,595,294,414,348,172,37,75,50,31.5,356,24271,90,418,0,7,45,0,60,231,92,18,44,366
"36047042000",55,269498,189177,1,8,3,2,15,0,48,1013,408,9,4.31419265,0.19616781,0.0101995,0.14477163,0.40969762,0.7018458,50.62525048,11.10807132,4159.741872,0.95338169,10.4422853,1.18660457,0.20964781,26.91296316,2013,0.07,"NYC",319,82,23,1,81,1,24228.5714285714,1530,166,886,628,369,304,297,98,55,125,27.3,41,48500,176,102,0,15,162,24,15,418,199,140,36,424
"36047028300",104,513426,532514,1,7,1,5,5,0,15,2424,782,3,1.24224327,0.30354038,0.0394829,0.21697454,0.22853695,0.32993519,NA,NA,353.4653004,0.65298185,12.4273675,0.84856896,0.02844802,26.02516469,4254,0.05,"NYC",291,103,21,0,103,0,82840,323,3819,2034,1068,1213,1021,706,134,319,215,30.9,484,22323,205,1203,0,31,53,9,193,1155,201,9,387,1330
"36061010800",107,8106706,3799395,1,64,13,13,31,3,287,7234,2693,25,8.17975493,0.27842632,0.00096652,0.20872778,0.66152972,1.99999854,38.47208803,10.058177,6695.710173,2.15644908,27.18689399,5.0780583,0.19705921,25.1983892,9078,0.07,"NYC",2178,308,95,2,306,2,129028.571428571,7223,1809,5333,879,3134,2670,1631,718,659,217,39.1,521,91899,553,3342,0,0,1512,591,25,451,3337,2104,195,343
"36047019100",92,801084,387517,1,17,3,5,2,0,50,2025,763,45,14.85034158,0.46534275,0.00458409,0.24558883,0.66396081,1.95702602,100.985876,3.35721851,30875.87976,2.76175943,42.37361772,10.79824706,0.35727942,22.21002681,2653,0.1,"NYC",568,134,28,0,134,0,26760,1226,1450,1510,524,1175,696,210,71,125,57,29.5,176,37177,130,906,0,28,221,127,18,407,655,291,160,512
"36061011500",211,1819427,763684,3,63,7,13,15,18,158,3092,1341,25,11.44587633,0.25150226,0.00692373,0.15892956,1.29553961,5.00002667,81.45900754,8.49316996,6067.738234,1.947718,44.66033856,4.62172375,0.01737779,22.50461674,2325,0.07,"NYC",3550,368,166,1,367,1,48285.7142857143,1285,2095,1310,249,1580,1159,360,32,279,14,33.8,833,65434,101,1090,0,5,909,111,109,435,979,635,156,626
"36005019900",68,897829,938996,0,5,2,6,2,0,33,4571,1449,29,7.30002462,0.25439043,0.00698203,0.16702745,1.15245902,2.00000052,3.71072512,0.30030958,880.7092912,1.63790668,57.61678406,2.98083328,0.03403086,24.8489303,8224,0.07,"NYC",287,59,24,0,59,0,120657.142857143,164,8282,4532,2341,2303,2228,1394,180,1061,251,32.8,2143,22488,862,2722,0,0,101,49,157,2376,635,125,464,2723
"36061001401",49,1634381,435272,1,6,1,2,8,0,19,2307,932,25,9.42092102,0.28758924,0.00037405,0.19025841,0.75723518,2.0000004,37.17839519,13.00010756,2807.945448,0.84360505,32.50900436,1.87653657,0.09842147,26.88328531,3241,0.04,"NYC",191,60,12,0,60,0,79975,2102,1097,1887,453,498,1111,790,347,236,239,46,351,73586,146,1076,10,106,308,93,72,527,965,661,26,254
"36047054900",100,1438405,595791,1,25,3,5,12,1,53,3304,1443,29,11.86389382,0.33329502,0.01535176,0.21824243,1.27239967,3.88470409,18.49457731,5.83135602,8657.510717,2.06951116,51.61381825,1.50453684,0.03934107,23.58543921,4106,0.07,"NYC",439,94,24,0,94,0,45087.5,2415,1192,1858,830,1483,1099,140,55,119,61,29.8,477,48026,251,1193,9,130,335,222,134,679,892,377,155,875
"36081047500",28,870485,611042,0,15,4,3,13,0,35,3390,1363,35,5.01230471,0.45418891,0.00168847,0.18594065,1.45510709,3.28329336,37.12687238,6.37465683,8808.0742,2.78404584,55.82834366,6.12782085,0.03482332,24.7455209,5110,0.12,"NYC",254,51,20,0,51,0,34516.6666666667,387,3755,2191,738,1159,1257,769,219,391,84,36.7,1422,27073,366,1618,0,0,175,15,186,1042,766,208,210,548
"36047048500",145,691693,280459,0,27,12,14,1,3,82,2334,1037,20,6.97851571,0.31000006,0.00125808,0.24292375,1.03496723,2.00000039,51.22553044,10.90290868,3730.868622,1.25264066,42.19259996,3.71960227,0.21803418,20.96196306,2794,0.22,"NYC",1043,242,33,0,242,0,12972.7272727273,1454,1400,1164,174,1842,582,173,83,108,62,29.1,404,36082,157,1378,11,174,187,161,60,474,1046,196,131,522
"36061001402",131,720618,571318,1,19,6,5,2,1,49,1856,610,25,10.33901104,0.20795227,0.00156101,0.14011925,1.29146191,8.00000786,36.30969439,1.90130648,5828.888837,0.96113577,35.59960933,4.3594154,0.07354639,24.82764128,2605,0.04,"NYC",718,200,32,1,199,1,72550,989,1913,1568,246,1052,855,512,237,374,224,37.6,419,31983,46,1106,0,87,188,99,166,583,622,382,51,844
"36061004700",185,1984457,962837,0,63,2,17,14,7,236,1998,738,24,8.47486357,0.27613714,0.00017829,0.17250283,0.85808421,1.99788385,22.31736352,26.54244581,1361.115753,2.15624159,39.55865795,2.88947121,0.02625775,25.69972217,2456,0.06,"NYC",912,128,53,0,128,0,37950,1855,422,1021,338,739,694,394,112,219,38,36.5,240,77566,28,895,0,31,363,151,13,208,929,504,80,249
"36005030100",10,577249,201118,0,1,0,0,5,0,0,1016,436,25,10.01452264,0.33542604,0.00131338,0.21758151,1.31548668,1.97309437,52.49120172,0.15310823,1961.918866,1.03859724,58.38340495,2.59403098,0.19898333,24.23461576,1279,0.06,"NYC",27,4,0,0,4,0,21816.6666666667,742,567,795,113,190,156,382,468,141,252,65.7,65,57000,212,185,0,0,46,17,39,427,225,191,15,102
"36005019400",142,341402,189746,0,6,4,3,8,0,17,1373,529,55,22.60665307,0.39999996,0.00047593,0.19952014,1.32157236,8.00000183,83.53800051,7.41865436,33072.38975,7.5074284,60.88905848,12.78486586,0.08755085,20.91915254,1944,0.31,"NYC",764,312,24,1,310,2,6879.41176470588,455,1884,1115,558,633,704,258,186,212,81,34.1,234,40341,466,378,0,0,101,5,85,756,287,44,123,438
"36081023600",57,375099,263302,0,13,6,4,5,0,31,1658,667,11,4.70563756,0.22250179,0.03379731,0.17823068,0.75839622,1.34308355,12.20948146,4.45311453,1523.790804,1.54875941,34.78726776,3.3253764,0.05835298,25.78400555,2787,0.07,"NYC",526,156,51,0,156,0,41771.4285714286,242,2682,1437,575,778,823,608,140,268,107,37.2,779,25352,328,942,0,0,158,18,190,715,410,107,103,291
"36081012500",51,467404,273293,0,6,0,0,0,0,12,1402,544,45,16.0317677,0.47887411,0.00085218,0.23979544,0.69648384,2.87668342,87.28857641,10.22444808,30540.3739,4.59221421,43.98762253,12.26882292,0.03468844,24.9304248,1678,0.06,"NYC",953,220,9,1,217,3,30850,997,854,904,187,744,534,288,98,137,62,34.8,313,35170,200,784,5,20,98,41,29,378,384,261,101,171
"36005028900",39,794507,779604,1,29,5,15,17,0,76,2879,845,23,12.16472153,0.30126453,0.00032012,0.2407372,1.7307744,4.62425379,82.51862896,5.42819411,6755.492022,1.23158229,52.48917071,7.44978449,0.05815088,25.20764527,4707,0.08,"NYC",682,135,55,2,133,2,56812.5,877,3668,2299,913,1147,1464,701,320,469,270,38.8,1007,25562,608,1356,13,30,112,125,242,1164,640,280,201,430
"36061017000",61,1256394,747055,1,23,8,5,8,0,50,5398,2129,16,6.53085571,0.27854623,0.00577694,0.2581863,0.74756687,1.09233817,14.50257971,4.11061441,2632.034126,0.84107409,39.16354864,5.75682897,0.02693386,26.79191461,7933,0.07,"NYC",375,82,32,0,82,0,106814.285714286,651,6826,4207,1011,2200,1914,1457,895,954,471,40.4,1386,27060,239,2527,0,21,469,46,625,1984,1023,507,315,2208
"36085018702",14,1655532,444892,1,12,2,2,10,0,18,5516,2350,50,24.18956042,0.47845084,0.00026429,0.30309853,1.06375116,1.99979513,70.31757644,16.7108236,34883.18068,2.62796616,65.94282628,10.89618794,0.54446592,23.75189879,7508,0.39,"NYC",660,141,16,0,140,1,18792.3076923077,3863,3466,4161,1155,1339,2065,1804,966,536,755,49.4,605,42486,2101,896,0,0,98,103,217,2947,1050,430,197,388
"36047044300",53,719106,317225,1,21,2,9,21,1,39,3870,1735,18,13.48540895,0.32916111,0.19582789,0.27899903,0.61655432,0.70034279,NA,NA,1327.696094,0.52515733,52.67085012,2.63354251,0.10236619,26.68754562,5805,0.06,"NYC",345,100,23,0,100,0,90233.3333333333,816,4598,2270,1172,1844,1720,508,170,440,127,32.1,1846,30579,370,2124,0,74,293,87,329,1007,683,152,247,1355
"36061019200",165,308356,347345,0,1,4,2,1,0,7,1878,544,40,6.94968662,0.47999997,0.00016321,0.20598719,2.22898398,6.0000024,71.48548855,11.32300857,25074.23973,3.39271655,72.1563179,8.10553288,0.00397049,21.19342175,3603,0.07,"NYC",793,200,3,0,199,1,50000,59,3941,2215,1270,997,1053,555,125,318,152,28.9,677,16452,81,860,0,16,51,35,136,939,291,8,166,2252
"36081094700",35,514852,292977,0,3,2,4,1,0,24,1805,742,14,6.12307662,0.1820838,0.0006937,0.13672215,0.66325331,1.32882607,23.00159867,3.05747256,2986.822928,1.24616931,32.79725299,2.004123,0.02559406,22.49657632,2383,0.11,"NYC",210,40,8,1,39,1,24590.9090909091,951,1754,1285,637,562,955,331,220,225,163,39,445,32025,634,456,0,0,13,13,64,900,241,45,51,348
"36081088400",47,2045363,795383,1,5,3,5,7,0,24,5460,2346,50,13.95233868,1.01999996,8.91e-05,0.42630707,2.10425257,8.00001031,36.38715569,2.25040491,15506.68335,8.31602464,81.76266877,9.88106473,0.0399407,22.19742554,7432,0.6,"NYC",1571,493,40,0,491,2,12043.3333333333,5565,1661,3747,1275,1215,1802,2189,745,540,629,47.6,449,39967,2373,763,0,0,16,0,273,2788,658,404,200,799
"36061013800",71,9748940,4560695,4,66,7,13,34,1,124,9692,3728,18,13.11266788,0.25368805,0.02178828,0.20286998,2.02896663,2.89239028,187.1216059,24.65047204,10929.10425,0.57073922,27.82052823,21.00431362,NA,28.0864571,12692,0.07,"NYC",779,106,44,1,105,1,181485.714285714,9877,2827,7149,1282,4369,3335,2637,1081,927,354,38.5,1351,82935,448,6158,0,185,1004,727,52,1496,5254,2533,403,1095
"36061017402",95,355989,416342,0,6,1,1,1,0,6,1207,326,1,0.37335533,0.1026807,0.06545633,0.09275686,0.06229374,0.1141606,2.53059762,1.35156367,424.4369035,0.26846099,2.52162974,0.06330651,0.0158279,25.38257907,2117,0.02,"NYC",226,66,8,0,66,0,117000,396,1944,1314,416,899,447,451,127,293,120,32.7,341,35370,82,627,0,11,117,58,140,706,328,197,150,760
"36047080400",88,629565,463655,1,12,4,5,13,1,30,2275,951,8,3.72625006,0.39190994,2.56e-05,0.29475322,0.39378362,0.65867217,35.49265695,5.70417701,1987.462801,1.22220104,17.87170718,1.90548984,0.15423497,24.70553235,3392,0.07,"NYC",433,169,47,0,169,0,45328.5714285714,245,2928,1853,521,1043,744,730,135,210,150,35.5,703,25775,244,994,0,7,162,121,273,1062,241,122,194,670
"36005019500",67,791309,886506,1,15,3,3,2,0,30,4356,1259,29,12.22643074,0.47822125,0.00391353,0.29509814,0.81632822,1.95332354,48.34537731,2.47481271,3169.59571,1.14588036,40.87734428,3.89523853,0.174032,25.02798956,7916,0.08,"NYC",561,214,54,1,213,1,93275,73,7389,4038,1992,1958,1912,1319,281,1017,296,33.3,1566,24461,394,1869,0,0,285,176,220,1896,557,124,560,2231
"36047050400",28,1765958,834971,1,10,3,7,12,0,26,3683,1451,30,9.98513368,0.30567644,0.00029553,0.15462809,1.65906861,6.00000346,92.9568306,10.67059202,10052.72216,2.41994212,69.75647237,5.04047874,0.18503893,24.46230097,5008,0.09,"NYC",532,134,27,1,133,1,50166.6666666667,2406,2109,2316,941,1015,1592,836,131,377,188,38.2,468,55434,392,1698,0,53,166,166,130,894,962,766,150,581
"36081010600",81,570566,400511,0,8,2,4,9,0,25,2192,882,6,2.89662962,0.26470951,0.09582681,0.17526312,0.24058821,0.47269554,27.62532505,13.26687343,898.6785626,0.74631421,7.83103267,1.02130828,0.04891408,27.81940682,3386,0.07,"NYC",423,137,37,0,137,0,56271.4285714286,135,3804,2042,768,1164,1005,768,234,237,126,36.1,994,26987,732,990,20,0,94,5,153,1422,382,56,269,747
"36047022100",100,781271,385759,0,9,0,3,4,0,14,3022,1173,20,6.50928447,0.25301585,0.03218551,0.17810946,0.58727808,1.59891109,76.59602887,11.71739256,3715.216632,1.35634875,15.2639926,2.68192394,0.17901955,26.1023315,3626,0.06,"NYC",854,282,50,0,281,1,66900,1251,2763,1923,506,1596,1271,564,77,422,84,34,387,37062,151,1574,18,134,134,35,119,1175,720,447,295,1064
"36047016600",16,651620,144631,0,0,1,1,0,0,2,1648,705,10,5.88200076,0.34272032,0.18058994,0.27817557,0.52304854,0.76160071,11.44174914,3.72470746,2851.292389,1.06430299,22.96307895,1.06417988,0.11034781,26.92713554,2117,0.1,"NYC",215,70,10,0,69,1,18420,1672,170,945,277,377,463,600,125,94,87,48.9,90,51214,517,189,0,0,134,35,44,592,368,207,86,49
"36061019600",111,454132,370694,2,18,11,7,6,1,52,2525,876,23,7.2530932,0.29961056,0.05431515,0.20584331,1.40403727,4.67029094,86.06256504,19.2661413,4072.731286,1.36729165,26.10150564,12.71192238,0.03053758,24.4186124,4155,0.07,"NYC",1168,321,141,0,320,1,61300,478,3813,2048,594,1193,1135,860,509,474,381,40.5,877,26940,60,1228,0,25,173,73,172,1189,335,271,181,1548
"36047055100",108,1117181,540427,1,27,2,6,3,1,61,3733,1406,4,1.59836112,0.34887693,0.14462423,0.25599906,0.64908999,1.62268338,NA,1.7885059,545.8817374,1.43026675,41.40078109,1.43308828,0.03499295,23.95640993,4748,0.09,"NYC",440,107,23,0,107,0,65111.1111111111,2200,3660,2941,1225,2114,1807,562,152,531,118,32.3,745,44375,434,1986,0,162,227,90,81,1129,1695,414,440,757
"36047152200",42,707674,410016,3,13,5,6,14,0,35,2167,873,20,13.26536607,0.27324282,0.01000001,0.18291035,1.21410439,2.00000156,11.55475645,0.94499369,6065.702636,0.77118238,59.05029766,3.03526096,0.36629191,27.80747316,3893,0.15,"NYC",515,176,35,0,176,0,23306.6666666667,1449,2047,1723,700,730,1170,681,215,252,180,40.1,729,35260,517,929,0,61,49,125,125,595,725,514,110,681
"36081052600",85,246494,121608,0,3,0,1,1,0,8,1236,578,13,3.84247793,0.23543164,0.00059205,0.219662,0.48743152,0.88923139,50.60001497,6.17730859,2126.979592,0.66284281,17.79993648,2.1386105,1.13e-05,28.2946664,1826,0.07,"NYC",148,54,14,0,54,0,28542.8571428571,49,1949,1036,592,471,559,295,81,262,67,32.5,185,40208,402,432,0,0,30,0,42,565,227,76,156,404
"36081045400",43,855107,600245,0,8,7,8,20,0,26,3167,1273,24,2.17961833,0.51880315,3.13e-05,0.27753974,1.35351022,2.00000017,13.22472373,4.75753947,1917.162925,1.54808624,64.37042074,5.11710251,0.0653839,27.10630657,5015,0.09,"NYC",500,127,36,1,126,1,50477.7777777778,176,4367,2259,887,1162,1456,894,144,273,120,39.5,734,33465,650,1030,0,0,356,34,281,935,775,422,310,670
"36085020801",16,2475218,645268,1,16,4,7,5,0,39,6555,2859,50,21.30668305,1.04987153,0.00623375,0.54161552,0.99908472,2.00000027,39.81697801,34.23526629,18516.59029,8.3457763,67.00430411,9.39976407,0.26944963,NA,NA,NA,"NYC",569,107,11,1,106,1,9277,7842,1435,4546,2031,2141,2498,2165,442,827,288,39.5,123,51316,2828,1142,0,0,83,36,180,2838,948,647,165,1661
"36081124100",23,862946,332966,0,5,1,4,5,0,13,2870,1242,5,0.4305644,3.99961931,0.00011263,0.38577586,0.75576531,1.23864791,4.45947024,1.2771244,753.3656981,3.67224779,36.67139863,2.57345481,0.01788445,26.43621887,3776,0.19,"NYC",328,122,19,0,121,1,19057.8947368421,1225,2396,1830,729,960,839,783,310,172,134,36.8,526,35506,1016,524,0,0,25,71,124,862,575,332,244,531
"36047043500",91,592433,329266,1,8,6,2,1,0,15,3144,1211,4,1.30280228,0.26419172,0.24542728,0.2527821,0.33175507,0.50096292,NA,NA,305.8976249,0.75881198,16.58775333,0.82938767,0.01065811,25.0171463,4599,0.07,"NYC",202,78,18,0,78,0,83633.3333333333,408,4610,2578,1322,1507,1440,614,135,266,118,29.1,1233,25302,298,1605,0,85,221,32,405,1021,364,151,449,1511
"36081044601",101,597470,439237,0,26,6,7,29,1,160,2447,896,24,11.06055487,0.33927885,0.06249741,0.21139166,0.90943253,1.9477617,33.6817959,6.81237377,2373.247131,2.10648064,38.81434458,4.29100543,0.05720894,25.36174502,3464,0.09,"NYC",645,187,80,0,187,0,36077.7777777778,54,3193,1713,829,735,710,727,246,395,314,35.7,1143,26786,177,1179,0,0,140,0,326,884,226,112,143,647
"36061001300",263,4307120,1571938,1,84,40,18,65,12,183,3978,1906,40,15.34411279,0.32136068,5.2e-05,0.14688323,1.90707809,8.00000263,107.0206234,9.10599483,13858.48205,3.78893816,57.36211246,10.28804085,0.04591345,23.27841413,4443,0.13,"NYC",1193,185,63,0,185,0,37808.3333333333,2756,1781,2648,520,2583,1120,314,0,269,0,30.8,690,96875,121,2020,0,25,1158,158,16,159,1922,840,107,289
"36061009600",415,144020,69877,1,130,39,11,96,20,1633,121,45,13,6.9689247,0.2326874,0.01515878,0.19186623,0.42550244,0.50861196,15.56641997,12.45177831,2650.300864,1.52318448,25.5544022,2.24647503,0.03188519,26.15590126,155,0.07,"NYC",1437,200,85,0,200,0,1700,74,45,55,0,43,61,15,0,26,0,38.3,34,137031,0,35,0,12,52,0,0,5,60,23,4,13
"36061005800",329,3632020,1325552,3,117,34,15,72,14,464,3134,1501,13,5.41621596,0.2144619,0.00024274,0.19038064,0.36841337,1.07281738,20.49190281,8.36133238,2102.165144,1.91770647,18.92121105,1.93172404,0.048299,25.95156553,3371,0.07,"NYC",837,158,62,0,158,0,50128.5714285714,2310,1199,1518,388,1345,1227,472,77,118,22,35.2,374,113654,116,1423,0,47,636,118,36,198,1277,1050,116,128
"36047051900",132,1999311,783914,3,47,8,4,6,1,83,4267,1950,25,6.2181371,0.2519019,0.00379387,0.17506221,0.90775424,2.00000035,3.33634413,0.39251107,1464.615993,1.56484096,46.56124956,2.64460269,0.0804526,24.76194829,4587,0.11,"NYC",636,136,39,1,135,1,43563.6363636364,3512,1280,2012,506,2182,1687,209,208,222,44,32.7,525,65263,137,2703,15,71,177,265,46,687,1925,758,205,380
"36061010400",271,1001380,485859,3,103,15,17,43,10,281,794,293,12,8.41711602,0.33858757,0.00023747,0.2191506,0.56726478,0.92707169,20.815989,18.88670221,3732.583738,1.88073779,31.03527552,1.71713772,0.09604201,24.82951957,980,0.07,"NYC",777,67,22,0,67,0,13057.1428571429,655,259,497,35,173,286,276,144,114,109,53.1,186,80588,51,177,0,17,193,73,15,131,313,249,40,103
"36005005300",86,332733,389145,0,1,2,1,1,0,3,2392,646,50,27.72685966,0.27423465,0.00230907,0.16697963,0.14894952,0.99999554,39.73299739,0.23440564,58840.35279,0.76437675,65.33099187,19.75612369,0.00737676,19.56027703,4731,0.03,"NYC",154,67,11,0,67,0,128866.666666667,69,3797,2345,1299,1017,1003,495,52,426,133,27.5,481,20341,145,710,0,0,57,0,133,717,179,65,255,2282
"36005004600",227,176025,205867,0,7,0,0,2,0,15,857,231,25,9.72878096,0.25279866,0.00039479,0.14348113,0.63100387,2.00000105,14.43580581,1.32536585,7253.068071,1.36766948,37.19842411,3.47516079,0.09201294,22.94341143,1501,0.05,"NYC",374,109,16,1,108,1,39520,51,1925,1024,635,389,555,291,106,190,59,33.6,309,24912,223,350,0,0,110,0,101,398,153,67,88,521
"36081161700",25,1179623,393440,0,13,1,3,5,1,33,3252,1266,50,9.26290432,0.63587314,0.01000003,0.35646669,2.1317045,5.98208982,29.36348473,4.26649067,15140.88622,4.54541202,75.56604743,8.97506487,0.05388408,25.01755868,4393,0.27,"NYC",478,115,6,0,115,0,16429.6296296296,1791,2645,2187,806,1036,1125,1155,314,261,190,41.7,670,40022,1661,590,0,0,18,54,77,1636,533,392,27,95
