"City","GEOID","Collisions","TotalInjuries","TotalDeaths","TotalCasualties"
"NYC",36005044200,207,54,0,54
"NYC",36005044400,226,88,1,89
"NYC",36005044800,126,49,0,49
"NYC",36005044901,142,33,1,34
"NYC",36005044902,164,39,0,39
"NYC",36005045101,176,50,0,50
"NYC",36005045102,114,18,0,18
"NYC",36005045600,461,153,0,153
"NYC",36005045800,111,35,0,35
"NYC",36005046000,477,149,1,150
"NYC",36005046201,1902,507,2,509
"NYC",36005046202,987,241,1,242
"NYC",36005048400,1058,298,3,301
"NYC",36005050400,682,275,4,279
"NYC",36005051600,388,124,0,124
"NYC",36047000100,1179,174,0,174
"NYC",36047000200,1174,277,0,277
"NYC",36047000301,322,66,0,66
"NYC",36047000501,139,10,0,10
"NYC",36047000502,149,25,0,25
"NYC",36047000700,678,127,0,127
"NYC",36047000900,872,169,0,169
"NYC",36047001100,404,99,0,99
"NYC",36047001300,1292,222,0,222
"NYC",36047001500,2538,430,2,432
"NYC",36047001800,2495,536,1,537
"NYC",36047002000,630,186,1,187
"NYC",36047002100,1368,217,0,217
"NYC",36047002200,1131,449,1,450
"NYC",36047002300,357,74,0,74
"NYC",36047002901,265,81,0,81
"NYC",36047003000,98,17,0,17
"NYC",36047003100,288,78,0,78
"NYC",36047003300,933,220,0,220
"NYC",36047003400,236,42,0,42
"NYC",36047003500,756,133,0,133
"NYC",36047003600,103,18,0,18
"NYC",36047003700,1089,268,3,271
"NYC",36047003800,97,25,0,25
"NYC",36047003900,1034,207,2,209
"NYC",36047004100,587,141,0,141
"NYC",36047004300,997,170,0,170
"NYC",36047004400,177,82,0,82
"NYC",36047004500,520,83,3,86
"NYC",36047004600,175,50,0,50
"NYC",36047004700,1061,286,0,286
"NYC",36047004900,157,8,0,8
"NYC",36047005000,147,22,0,22
"NYC",36047005100,679,189,0,189
"NYC",36047005201,64,22,0,22
"NYC",36047005202,89,18,1,19
"NYC",36047005300,1111,197,3,200
"NYC",36047005400,128,30,0,30
"NYC",36047005601,286,75,0,75
"NYC",36047005602,576,205,1,206
"NYC",36047005800,417,85,0,85
"NYC",36047005900,935,155,1,156
"NYC",36047006000,270,56,0,56
"NYC",36047006200,149,27,0,27
"NYC",36047006300,218,23,0,23
"NYC",36047006400,304,67,0,67
"NYC",36047006500,616,99,0,99
"NYC",36047006600,310,84,0,84
"NYC",36047006700,221,41,0,41
"NYC",36047006800,425,106,1,107
"NYC",36047006900,269,59,0,59
"NYC",36047007000,352,79,0,79
"NYC",36047007100,174,41,0,41
"NYC",36047007200,155,31,0,31
"NYC",36047007400,194,45,0,45
"NYC",36047007500,266,42,0,42
"NYC",36047007600,306,89,1,90
"NYC",36047007700,718,130,0,130
"NYC",36047007800,284,86,0,86
"NYC",36047008000,284,89,0,89
"NYC",36047008200,210,53,0,53
"NYC",36047008400,576,170,0,170
"NYC",36047008500,229,45,0,45
"NYC",36047008600,142,44,0,44
"NYC",36047008800,229,57,0,57
"NYC",36047009000,157,47,0,47
"NYC",36047009200,143,46,0,46
"NYC",36047009400,229,57,0,57
"NYC",36047009600,155,33,0,33
"NYC",36047009800,306,77,0,77
"NYC",36047010000,306,71,0,71
"NYC",36047010100,410,107,1,108
"NYC",36047010200,409,72,0,72
"NYC",36047010400,434,66,0,66
"NYC",36047010600,398,58,0,58
"NYC",36047010800,325,65,0,65
"NYC",36047011000,241,57,0,57
"NYC",36047011200,316,77,2,79
"NYC",36047011400,360,81,0,81
"NYC",36047011600,187,46,0,46
"NYC",36047011700,599,120,0,120
"NYC",36047011800,551,93,1,94
"NYC",36047011900,1246,222,0,222
"NYC",36047012000,1019,152,1,153
"NYC",36047012100,413,125,1,126
"NYC",36047012200,622,153,0,153
"NYC",36047012600,454,132,2,134
"NYC",36047012700,403,79,0,79
"NYC",36047012801,177,30,0,30
"NYC",36047012901,630,131,1,132
"NYC",36047012902,611,140,0,140
"NYC",36047013000,357,72,0,72
"NYC",36047013100,294,60,0,60
"NYC",36047013200,200,46,0,46
"NYC",36047013300,448,103,0,103
"NYC",36047013400,438,127,1,128
"NYC",36047013500,242,55,0,55
"NYC",36047013600,300,62,1,63
"NYC",36047013700,293,50,0,50
"NYC",36047013800,322,54,0,54
"NYC",36047013900,336,100,1,101
"NYC",36047014000,83,22,0,22
"NYC",36047014100,185,56,0,56
"NYC",36047014200,405,78,0,78
"NYC",36047014300,486,141,0,141
"NYC",36047014500,350,90,2,92
"NYC",36047014700,96,30,0,30
"NYC",36047014800,86,20,1,21
"NYC",36047014900,266,68,0,68
"NYC",36047015000,136,52,0,52
"NYC",36047015100,178,30,0,30
"NYC",36047015200,243,52,0,52
"NYC",36047015300,302,40,0,40
"NYC",36047015400,345,90,1,91
"NYC",36047015500,234,39,0,39
"NYC",36047015700,322,45,0,45
"NYC",36047015900,578,133,0,133
"NYC",36047016000,668,158,1,159
"NYC",36047016100,821,203,1,204
"NYC",36047016200,303,60,0,60
"NYC",36047016300,407,128,0,128
"NYC",36047016400,742,216,2,218
"NYC",36047016500,405,48,0,48
"NYC",36047016600,215,69,1,70
"NYC",36047016700,190,36,0,36
"NYC",36047016800,309,101,0,101
"NYC",36047016900,214,51,0,51
"NYC",36047017000,348,98,1,99
"NYC",36047017100,88,25,0,25
"NYC",36047017200,210,69,0,69
"NYC",36047017400,112,28,0,28
"NYC",36047017500,433,139,0,139
"NYC",36047017600,159,28,0,28
"NYC",36047017700,1229,422,0,422
"NYC",36047017800,295,56,1,57
"NYC",36047017900,288,81,0,81
"NYC",36047018000,195,53,1,54
"NYC",36047018100,296,73,1,74
"NYC",36047018200,157,35,0,35
"NYC",36047018300,328,116,1,117
"NYC",36047018400,127,36,1,37
"NYC",36047018501,268,72,0,72
"NYC",36047018600,75,26,0,26
"NYC",36047018700,141,23,0,23
"NYC",36047018800,207,64,1,65
"NYC",36047019000,299,99,0,99
"NYC",36047019100,568,134,0,134
"NYC",36047019200,289,55,2,57
"NYC",36047019300,292,95,0,95
"NYC",36047019400,360,80,0,80
"NYC",36047019500,251,83,0,83
"NYC",36047019600,174,47,0,47
"NYC",36047019700,283,128,0,128
"NYC",36047019800,123,26,0,26
"NYC",36047019900,623,231,0,231
"NYC",36047020000,182,36,1,37
"NYC",36047020100,535,143,0,143
"NYC",36047020200,153,56,0,56
"NYC",36047020300,326,110,0,110
"NYC",36047020400,118,44,0,44
"NYC",36047020500,272,85,0,85
"NYC",36047020600,164,54,0,54
"NYC",36047020700,177,51,0,51
"NYC",36047020800,206,84,0,84
"NYC",36047021000,223,55,0,55
"NYC",36047021100,121,44,0,44
"NYC",36047021200,446,107,0,107
"NYC",36047021300,289,87,1,88
"NYC",36047021400,243,64,0,64
"NYC",36047021500,346,114,1,115
"NYC",36047021600,131,26,0,26
"NYC",36047021700,349,115,1,116
"NYC",36047021800,330,66,0,66
"NYC",36047021900,541,180,2,182
"NYC",36047022000,358,102,1,103
"NYC",36047022100,854,281,1,282
"NYC",36047022200,359,100,0,100
"NYC",36047022400,342,80,3,83
"NYC",36047022600,315,76,0,76
"NYC",36047022700,802,245,1,246
"NYC",36047022800,305,73,0,73
"NYC",36047022900,290,86,1,87
"NYC",36047023000,222,44,0,44
"NYC",36047023100,189,50,0,50
"NYC",36047023200,425,107,0,107
"NYC",36047023300,373,128,0,128
"NYC",36047023400,348,76,0,76
"NYC",36047023500,474,118,0,118
"NYC",36047023600,309,68,0,68
"NYC",36047023800,168,28,0,28
"NYC",36047024000,229,45,0,45
"NYC",36047024100,780,196,1,197
"NYC",36047024200,338,99,0,99
"NYC",36047024300,281,89,1,90
"NYC",36047024400,256,66,1,67
"NYC",36047024500,386,101,2,103
"NYC",36047024600,256,92,0,92
"NYC",36047024700,591,150,0,150
"NYC",36047024800,242,52,0,52
"NYC",36047024900,567,175,0,175
"NYC",36047025000,307,87,1,88
"NYC",36047025100,395,151,0,151
"NYC",36047025200,449,110,1,111
"NYC",36047025300,175,73,0,73
"NYC",36047025400,235,77,0,77
"NYC",36047025500,397,131,1,132
"NYC",36047025600,312,72,0,72
"NYC",36047025700,360,116,0,116
"NYC",36047025800,229,51,0,51
"NYC",36047025901,227,111,0,111
"NYC",36047025902,162,69,1,70
"NYC",36047026000,155,23,1,24
"NYC",36047026100,287,143,0,143
"NYC",36047026200,134,48,0,48
"NYC",36047026300,225,66,0,66
"NYC",36047026400,330,97,0,97
"NYC",36047026500,226,82,0,82
"NYC",36047026600,155,45,0,45
"NYC",36047026700,193,78,0,78
"NYC",36047026800,274,71,1,72
"NYC",36047026900,299,95,0,95
"NYC",36047027000,193,58,0,58
"NYC",36047027100,490,189,0,189
"NYC",36047027200,94,40,0,40
"NYC",36047027300,378,131,0,131
"NYC",36047027400,139,41,0,41
"NYC",36047027500,293,127,0,127
"NYC",36047027600,198,50,0,50
"NYC",36047027700,261,120,0,120
"NYC",36047027800,188,50,0,50
"NYC",36047027900,278,121,0,121
"NYC",36047028000,141,32,0,32
"NYC",36047028100,276,111,0,111
"NYC",36047028200,209,35,1,36
"NYC",36047028300,291,103,0,103
"NYC",36047028400,309,52,0,52
"NYC",36047028501,240,103,0,103
"NYC",36047028502,90,26,0,26
"NYC",36047028600,215,56,0,56
"NYC",36047028700,415,127,3,130
"NYC",36047028800,238,73,1,74
"NYC",36047028900,377,140,0,140
"NYC",36047029000,305,78,0,78
"NYC",36047029100,222,67,0,67
"NYC",36047029200,370,100,1,101
"NYC",36047029300,245,120,0,120
"NYC",36047029400,549,133,2,135
"NYC",36047029500,299,125,0,125
"NYC",36047029600,564,157,4,161
"NYC",36047029700,265,94,0,94
"NYC",36047029800,256,62,0,62
"NYC",36047029900,415,158,2,160
"NYC",36047030000,342,105,1,106
"NYC",36047030100,385,126,0,126
"NYC",36047030200,156,41,1,42
"NYC",36047030300,665,204,0,204
"NYC",36047030400,403,116,0,116
"NYC",36047030500,608,136,0,136
"NYC",36047030600,131,45,0,45
"NYC",36047030700,1105,367,1,368
"NYC",36047030800,323,78,0,78
"NYC",36047030900,471,165,1,166
"NYC",36047031100,542,189,0,189
"NYC",36047031300,518,191,1,192
"NYC",36047031400,504,115,0,115
"NYC",36047031500,778,223,0,223
"NYC",36047031701,229,64,0,64
"NYC",36047031702,469,143,1,144
"NYC",36047031900,312,82,0,82
"NYC",36047032100,584,145,1,146
"NYC",36047032300,530,161,0,161
"NYC",36047032500,472,173,0,173
"NYC",36047032600,631,170,1,171
"NYC",36047032700,697,205,0,205
"NYC",36047032800,268,81,0,81
"NYC",36047032900,262,75,0,75
"NYC",36047033000,106,46,0,46
"NYC",36047033100,372,152,1,153
"NYC",36047033300,266,81,1,82
"NYC",36047033500,300,67,0,67
"NYC",36047033600,109,21,1,22
"NYC",36047033700,919,310,2,312
"NYC",36047033900,370,160,0,160
"NYC",36047034000,91,25,0,25
"NYC",36047034100,170,52,0,52
"NYC",36047034200,152,48,0,48
"NYC",36047034300,157,64,0,64
"NYC",36047034500,273,112,0,112
"NYC",36047034700,186,78,0,78
"NYC",36047034800,1162,324,1,325
"NYC",36047034900,289,83,0,83
"NYC",36047035000,189,39,0,39
"NYC",36047035100,899,311,0,311
"NYC",36047035200,220,44,0,44
"NYC",36047035300,715,254,1,255
"NYC",36047035400,712,178,0,178
"NYC",36047035500,502,179,0,179
"NYC",36047035601,158,32,0,32
"NYC",36047035602,271,79,2,81
"NYC",36047035700,805,333,2,335
"NYC",36047035900,321,129,1,130
"NYC",36047036001,149,23,0,23
"NYC",36047036002,129,16,0,16
"NYC",36047036100,847,316,0,316
"NYC",36047036200,618,112,1,113
"NYC",36047036300,730,250,1,251
"NYC",36047036400,254,70,0,70
"NYC",36047036501,873,335,4,339
"NYC",36047036502,404,126,0,126
"NYC",36047036600,749,178,0,178
"NYC",36047036700,404,135,1,136
"NYC",36047036900,580,174,1,175
"NYC",36047037000,617,150,1,151
"NYC",36047037100,355,135,0,135
"NYC",36047037300,323,119,0,119
"NYC",36047037401,327,95,2,97
"NYC",36047037402,246,53,0,53
"NYC",36047037500,257,68,0,68
"NYC",36047037700,273,73,0,73
"NYC",36047037900,255,79,0,79
"NYC",36047038100,301,125,0,125
"NYC",36047038200,109,22,1,23
"NYC",36047038300,232,55,1,56
"NYC",36047038500,293,120,0,120
"NYC",36047038600,345,83,0,83
"NYC",36047038700,378,110,1,111
"NYC",36047038800,143,22,0,22
"NYC",36047038900,559,173,0,173
"NYC",36047039000,340,92,1,93
"NYC",36047039100,369,98,0,98
"NYC",36047039200,333,90,1,91
"NYC",36047039300,405,124,1,125
"NYC",36047039400,426,120,3,123
"NYC",36047039500,365,163,0,163
"NYC",36047039600,132,33,0,33
"NYC",36047039700,420,155,1,156
"NYC",36047039800,201,43,0,43
"NYC",36047039900,467,160,0,160
"NYC",36047040000,219,59,0,59
"NYC",36047040100,398,146,0,146
"NYC",36047040200,286,78,1,79
"NYC",36047040300,450,140,1,141
"NYC",36047040400,196,47,0,47
"NYC",36047040500,350,91,0,91
"NYC",36047040600,154,47,0,47
"NYC",36047040700,210,57,0,57
"NYC",36047040800,132,34,0,34
"NYC",36047040900,190,44,0,44
"NYC",36047041000,45,15,0,15
"NYC",36047041100,126,28,0,28
"NYC",36047041200,210,60,0,60
"NYC",36047041300,255,83,0,83
"NYC",36047041401,181,34,0,34
"NYC",36047041402,213,56,0,56
"NYC",36047041500,249,91,0,91
"NYC",36047041600,256,75,0,75
"NYC",36047041700,141,53,1,54
"NYC",36047041800,394,112,0,112
"NYC",36047041900,192,72,0,72
"NYC",36047042000,319,81,1,82
"NYC",36047042100,299,111,0,111
"NYC",36047042200,426,122,3,125
"NYC",36047042300,272,81,0,81
"NYC",36047042400,223,70,0,70
"NYC",36047042500,295,59,1,60
"NYC",36047042600,199,53,1,54
"NYC",36047042700,297,73,0,73
"NYC",36047042800,230,65,0,65
"NYC",36047042900,369,103,0,103
"NYC",36047043000,255,46,0,46
"NYC",36047043100,553,139,0,139
"NYC",36047043200,200,48,0,48
"NYC",36047043300,424,116,0,116
"NYC",36047043400,163,48,1,49
"NYC",36047043500,202,78,0,78
"NYC",36047043600,288,64,0,64
"NYC",36047043700,254,54,0,54
"NYC",36047043800,501,134,2,136
"NYC",36047043900,441,118,2,120
"NYC",36047044000,338,95,0,95
"NYC",36047044100,339,117,0,117
"NYC",36047044200,162,49,1,50
"NYC",36047044300,345,100,0,100
"NYC",36047044400,245,52,0,52
"NYC",36047044500,322,67,0,67
"NYC",36047044600,184,54,0,54
"NYC",36047044700,287,96,0,96
"NYC",36047044800,274,79,0,79
"NYC",36047044900,2585,535,6,541
"NYC",36047045000,254,91,0,91
"NYC",36047045200,314,83,1,84
"NYC",36047045300,685,139,0,139
"NYC",36047045400,279,62,2,64
"NYC",36047045600,289,84,1,85
"NYC",36047045800,250,73,0,73
"NYC",36047046000,340,109,0,109
"NYC",36047046201,194,35,0,35
"NYC",36047046202,463,115,0,115
"NYC",36047046400,209,51,0,51
"NYC",36047046800,58,12,0,12
"NYC",36047047000,124,38,0,38
"NYC",36047047200,201,49,0,49
"NYC",36047047400,148,49,0,49
"NYC",36047047600,299,65,0,65
"NYC",36047047700,1311,316,1,317
"NYC",36047047800,371,124,1,125
"NYC",36047048000,294,62,0,62
"NYC",36047048100,296,61,0,61
"NYC",36047048200,601,188,0,188
"NYC",36047048400,317,103,1,104
"NYC",36047048500,1043,242,0,242
"NYC",36047048600,300,95,0,95
"NYC",36047048800,197,42,0,42
"NYC",36047048900,159,57,0,57
"NYC",36047049000,472,88,0,88
"NYC",36047049100,672,231,2,233
"NYC",36047049200,296,120,0,120
"NYC",36047049300,666,245,1,246
"NYC",36047049400,274,86,1,87
"NYC",36047049500,503,177,1,178
"NYC",36047049600,294,81,0,81
"NYC",36047049700,395,103,1,104
"NYC",36047049800,166,35,0,35
"NYC",36047049900,371,61,0,61
"NYC",36047050000,166,58,0,58
"NYC",36047050100,794,217,0,217
"NYC",36047050202,53,14,0,14
"NYC",36047050300,327,120,1,121
"NYC",36047050400,532,133,1,134
"NYC",36047050500,256,79,0,79
"NYC",36047050600,431,140,0,140
"NYC",36047050700,677,249,1,250
"NYC",36047050801,491,169,0,169
"NYC",36047050803,465,123,0,123
"NYC",36047050804,305,91,1,92
"NYC",36047050900,310,99,2,101
"NYC",36047051001,260,91,0,91
"NYC",36047051002,383,126,1,127
"NYC",36047051100,236,57,0,57
"NYC",36047051200,192,47,0,47
"NYC",36047051300,1130,343,1,344
"NYC",36047051400,403,157,0,157
"NYC",36047051500,127,39,0,39
"NYC",36047051601,335,101,1,102
"NYC",36047051602,268,72,0,72
"NYC",36047051700,298,67,0,67
"NYC",36047051800,295,108,0,108
"NYC",36047051900,636,135,1,136
"NYC",36047052000,200,45,0,45
"NYC",36047052300,513,158,1,159
"NYC",36047052500,549,173,1,174
"NYC",36047052600,168,52,0,52
"NYC",36047052700,606,205,1,206
"NYC",36047052800,79,13,0,13
"NYC",36047052900,344,116,0,116
"NYC",36047053000,393,78,1,79
"NYC",36047053100,417,92,0,92
"NYC",36047053200,154,37,0,37
"NYC",36047053300,586,179,0,179
"NYC",36047053400,453,103,0,103
"NYC",36047053500,308,89,0,89
"NYC",36047053700,1575,384,0,384
"NYC",36047053800,431,128,0,128
"NYC",36047053900,290,54,0,54
"NYC",36047054200,357,89,0,89
"NYC",36047054300,527,139,1,140
"NYC",36047054400,236,49,0,49
"NYC",36047054500,246,59,3,62
"NYC",36047054600,258,83,0,83
"NYC",36047054700,240,70,0,70
"NYC",36047054800,212,86,0,86
"NYC",36047054900,439,94,0,94
"NYC",36047055000,340,100,0,100
"NYC",36047055100,440,107,0,107
"NYC",36047055200,441,109,1,110
"NYC",36047055300,508,110,1,111
"NYC",36047055400,726,157,1,158
"NYC",36047055500,505,117,0,117
"NYC",36047055600,161,39,0,39
"NYC",36047055700,468,86,0,86
"NYC",36047055800,216,33,0,33
"NYC",36047056000,346,107,0,107
"NYC",36047056100,610,88,0,88
"NYC",36047056200,90,36,0,36
"NYC",36047056300,242,46,0,46
"NYC",36047056400,129,43,1,44
"NYC",36047056500,409,76,1,77
"NYC",36047056600,198,85,0,85
"NYC",36047056800,105,29,0,29
"NYC",36047056900,241,46,0,46
"NYC",36047057000,247,78,1,79
"NYC",36047057100,396,70,1,71
"NYC",36047057200,131,40,1,41
"NYC",36047057300,433,78,0,78
"NYC",36047057400,156,38,0,38
"NYC",36047057500,412,87,2,89
"NYC",36047057600,199,81,1,82
"NYC",36047057800,324,84,1,85
"NYC",36047057900,974,166,0,166
"NYC",36047058000,190,54,0,54
"NYC",36047058200,217,41,0,41
"NYC",36047058400,174,32,1,33
"NYC",36047058600,158,40,1,41
"NYC",36047058800,215,40,0,40
"NYC",36047058900,330,54,0,54
"NYC",36047059000,216,52,0,52
"NYC",36047059100,265,37,0,37
"NYC",36047059200,471,134,0,134
"NYC",36047059300,238,30,1,31
"NYC",36047059401,361,123,1,124
"NYC",36047059402,442,132,1,133
"NYC",36047059600,132,30,1,31
"NYC",36047059800,123,29,0,29
"NYC",36047060000,457,93,3,96
"NYC",36047060600,444,94,0,94
"NYC",36047060800,1237,339,2,341
"NYC",36047061002,110,16,0,16
"NYC",36047061003,238,45,0,45
"NYC",36047061004,313,51,2,53
"NYC",36047061200,140,33,0,33
"NYC",36047061600,151,40,0,40
"NYC",36047062000,79,21,1,22
"NYC",36047062200,647,169,1,170
"NYC",36047062600,212,64,0,64
"NYC",36047062800,245,50,3,53
"NYC",36047063200,44,15,0,15
"NYC",36047063600,67,26,0,26
"NYC",36047063800,70,13,0,13
"NYC",36047064000,74,15,0,15
"NYC",36047064200,245,81,0,81
"NYC",36047064400,172,47,1,48
"NYC",36047064600,66,9,0,9
"NYC",36047064800,86,26,0,26
"NYC",36047065000,296,58,1,59
"NYC",36047065200,298,41,1,42
"NYC",36047065400,66,15,0,15
"NYC",36047065600,105,28,0,28
"NYC",36047065800,96,6,0,6
"NYC",36047066000,88,35,0,35
"NYC",36047066200,477,122,1,123
"NYC",36047066600,1439,374,2,376
"NYC",36047067000,419,93,2,95
"NYC",36047067200,258,59,0,59
"NYC",36047067400,150,34,0,34
"NYC",36047067600,217,61,1,62
"NYC",36047067800,113,34,0,34
"NYC",36047068000,142,41,0,41
"NYC",36047068200,174,30,0,30
"NYC",36047068600,232,43,0,43
"NYC",36047068800,159,31,0,31
"NYC",36047069000,117,30,1,31
"NYC",36047069200,250,81,0,81
"NYC",36047069601,164,25,0,25
"NYC",36047069602,273,38,0,38
"NYC",36047069800,363,70,0,70
"NYC",36047070000,63,10,0,10
"NYC",36047070201,151,17,0,17
"NYC",36047070202,556,139,0,139
"NYC",36047070600,576,201,1,202
"NYC",36047072000,440,122,0,122
"NYC",36047072200,455,137,1,138
"NYC",36047072400,553,168,0,168
"NYC",36047072600,213,78,0,78
"NYC",36047072800,263,80,0,80
"NYC",36047073000,196,57,0,57
"NYC",36047073200,192,65,0,65
"NYC",36047073400,107,51,0,51
"NYC",36047073600,324,75,0,75
"NYC",36047073800,332,85,0,85
"NYC",36047074000,360,93,0,93
"NYC",36047074200,376,121,1,122
"NYC",36047074400,112,23,0,23
"NYC",36047074600,469,126,1,127
"NYC",36047074800,236,80,0,80
"NYC",36047075000,165,45,0,45
"NYC",36047075200,124,57,0,57
"NYC",36047075400,169,87,0,87
"NYC",36047075600,191,77,0,77
"NYC",36047075800,268,95,0,95
"NYC",36047076000,180,55,1,56
"NYC",36047076200,374,126,0,126
"NYC",36047076400,229,106,0,106
"NYC",36047076600,97,56,0,56
"NYC",36047076800,484,124,1,125
"NYC",36047077000,299,146,0,146
"NYC",36047077200,371,140,0,140
"NYC",36047077400,614,166,0,166
"NYC",36047077600,170,51,0,51
"NYC",36047078000,212,105,0,105
"NYC",36047078200,117,51,1,52
"NYC",36047078400,267,125,1,126
"NYC",36047078600,546,206,0,206
"NYC",36047078800,338,189,0,189
"NYC",36047079000,542,237,0,237
"NYC",36047079200,526,202,0,202
"NYC",36047079400,497,205,0,205
"NYC",36047079601,249,75,1,76
"NYC",36047079602,438,168,1,169
"NYC",36047079801,119,37,0,37
"NYC",36047079802,492,139,0,139
"NYC",36047080000,422,178,1,179
"NYC",36047080200,478,147,0,147
"NYC",36047080400,433,169,0,169
"NYC",36047080600,322,120,1,121
"NYC",36047080800,516,163,0,163
"NYC",36047081000,147,46,0,46
"NYC",36047081400,337,161,1,162
"NYC",36047081600,404,159,0,159
"NYC",36047081800,604,201,0,201
"NYC",36047082000,359,131,0,131
"NYC",36047082200,354,136,0,136
"NYC",36047082400,412,99,1,100
"NYC",36047082600,480,257,1,258
"NYC",36047082800,373,150,1,151
"NYC",36047083000,300,125,1,126
"NYC",36047083200,102,39,0,39
"NYC",36047083400,105,62,0,62
"NYC",36047083600,196,75,0,75
"NYC",36047083800,162,67,1,68
"NYC",36047084000,375,224,1,225
"NYC",36047084600,379,177,2,179
"NYC",36047084800,194,83,0,83
"NYC",36047085000,173,90,0,90
"NYC",36047085200,90,36,1,37
"NYC",36047085400,244,103,0,103
"NYC",36047085600,317,140,0,140
"NYC",36047085800,224,128,0,128
"NYC",36047086000,736,310,0,310
"NYC",36047086200,199,59,0,59
"NYC",36047086400,789,306,0,306
"NYC",36047086600,330,128,0,128
"NYC",36047086800,604,236,1,237
"NYC",36047087000,190,85,0,85
"NYC",36047087200,182,80,0,80
"NYC",36047087401,240,80,0,80
"NYC",36047087600,272,70,0,70
"NYC",36047087800,497,217,0,217
"NYC",36047088000,498,163,1,164
"NYC",36047088200,245,87,0,87
"NYC",36047088400,287,99,0,99
"NYC",36047088600,450,177,0,177
"NYC",36047088800,453,196,1,197
"NYC",36047089000,804,318,2,320
"NYC",36047089200,615,239,1,240
"NYC",36047089400,246,117,0,117
"NYC",36047089600,211,55,0,55
"NYC",36047089800,160,60,0,60
"NYC",36047090000,530,204,0,204
"NYC",36047090200,220,76,1,77
"NYC",36047090600,405,138,0,138
"NYC",36047090800,409,151,1,152
"NYC",36047091000,313,111,0,111
"NYC",36047091200,210,78,0,78
"NYC",36047091600,427,133,0,133
"NYC",36047091800,178,60,0,60
"NYC",36047092000,299,132,0,132
"NYC",36047092200,516,211,1,212
"NYC",36047092400,650,235,0,235
"NYC",36047092800,419,216,1,217
"NYC",36047093000,348,135,1,136
"NYC",36047093200,441,185,0,185
"NYC",36047093400,298,150,1,151
"NYC",36047093600,267,120,0,120
"NYC",36047093800,330,162,1,163
"NYC",36047094401,391,116,0,116
"NYC",36047094402,171,72,0,72
"NYC",36047094600,449,216,0,216
"NYC",36047095000,455,166,4,170
"NYC",36047095400,350,145,2,147
"NYC",36047095600,509,195,0,195
"NYC",36047095800,296,101,0,101
"NYC",36047096000,467,115,0,115
"NYC",36047096200,391,141,0,141
"NYC",36047096400,363,154,1,155
"NYC",36047096600,319,128,3,131
"NYC",36047096800,485,195,1,196
"NYC",36047097000,239,81,0,81
"NYC",36047097400,309,85,2,87
"NYC",36047098200,307,110,3,113
"NYC",36047098400,135,33,0,33
"NYC",36047098600,183,58,1,59
"NYC",36047098800,254,94,0,94
"NYC",36047099000,223,84,1,85
"NYC",36047099200,153,60,0,60
"NYC",36047099400,94,44,0,44
"NYC",36047099600,120,42,0,42
"NYC",36047099800,186,63,0,63
"NYC",36047100400,78,42,0,42
"NYC",36047100600,72,28,0,28
"NYC",36047100800,136,83,1,84
"NYC",36047101000,235,101,1,102
"NYC",36047101200,92,42,0,42
"NYC",36047101400,84,30,0,30
"NYC",36047101600,25,6,0,6
"NYC",36047101800,82,3,0,3
"NYC",36047102000,108,39,1,40
"NYC",36047102200,278,94,1,95
"NYC",36047102400,195,74,1,75
"NYC",36047102600,118,39,0,39
"NYC",36047102800,739,232,0,232
"NYC",36047103400,448,115,1,116
"NYC",36047105801,296,101,1,102
"NYC",36047105804,858,301,4,305
"NYC",36047107000,1427,391,3,394
"NYC",36047107800,477,245,0,245
"NYC",36047109800,1139,336,3,339
"NYC",36047110400,2675,1068,6,1074
"NYC",36047110600,201,79,0,79
"NYC",36047111000,222,94,2,96
"NYC",36047111600,553,234,0,234
"NYC",36047111800,150,61,0,61
"NYC",36047112000,227,92,0,92
"NYC",36047112200,124,35,0,35
"NYC",36047112400,347,115,0,115
"NYC",36047112600,479,191,0,191
"NYC",36047112800,501,181,0,181
"NYC",36047113000,301,109,1,110
"NYC",36047113200,283,117,0,117
"NYC",36047113400,255,75,1,76
"NYC",36047114201,1142,426,2,428
"NYC",36047114202,70,23,0,23
"NYC",36047114400,1151,440,2,442
"NYC",36047114600,298,101,0,101
"NYC",36047115000,293,127,0,127
"NYC",36047115200,316,149,0,149
"NYC",36047115600,387,156,0,156
"NYC",36047115800,137,60,0,60
"NYC",36047116000,261,125,0,125
"NYC",36047116200,159,31,0,31
"NYC",36047116400,272,57,0,57
"NYC",36047116600,242,123,1,124
"NYC",36047116800,362,100,1,101
"NYC",36047117000,480,141,0,141
"NYC",36047117201,203,92,1,93
"NYC",36047117202,132,35,0,35
"NYC",36047117400,421,157,0,157
"NYC",36047117601,200,60,2,62
"NYC",36047117602,157,54,0,54
"NYC",36047117800,222,69,0,69
"NYC",36047118000,317,132,0,132
"NYC",36047118201,125,41,0,41
"NYC",36047118202,133,34,0,34
"NYC",36047118400,435,147,1,148
"NYC",36047118600,294,107,1,108
"NYC",36047118800,252,50,0,50
"NYC",36047119000,296,69,0,69
"NYC",36047119200,780,256,0,256
"NYC",36047119400,294,142,0,142
"NYC",36047119600,637,184,2,186
"NYC",36047119800,2108,643,1,644
"NYC",36047120000,254,89,0,89
"NYC",36047120200,267,77,0,77
"NYC",36047120800,635,283,2,285
"NYC",36047121000,265,119,0,119
"NYC",36047121400,150,69,0,69
"NYC",36047122000,531,222,1,223
"NYC",36047123700,1026,235,0,235
"NYC",36047150200,311,95,2,97
