"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"NYC","36047022800",305,73,73,0,22,22,0,14,14,0,37,37,0
"NYC","36047022900",290,87,86,1,12,12,0,12,12,0,63,62,1
"NYC","36047023000",222,44,44,0,21,21,0,7,7,0,16,16,0
"NYC","36047023100",189,50,50,0,8,8,0,11,11,0,31,31,0
"NYC","36047023200",425,107,107,0,45,45,0,14,14,0,48,48,0
"NYC","36047023300",373,128,128,0,13,13,0,21,21,0,94,94,0
"NYC","36047023400",348,76,76,0,34,34,0,11,11,0,31,31,0
"NYC","36047023500",474,118,118,0,30,30,0,20,20,0,68,68,0
"NYC","36047023600",309,68,68,0,33,33,0,10,10,0,25,25,0
"NYC","36047023800",168,28,28,0,13,13,0,5,5,0,10,10,0
"NYC","36047024000",229,45,45,0,15,15,0,10,10,0,20,20,0
"NYC","36047024100",780,197,196,1,47,46,1,48,48,0,102,102,0
"NYC","36047024200",338,99,99,0,42,42,0,9,9,0,48,48,0
"NYC","36047024300",281,90,89,1,26,25,1,8,8,0,56,56,0
"NYC","36047024400",256,67,66,1,17,16,1,11,11,0,39,39,0
"NYC","36047024500",386,103,101,2,28,26,2,6,6,0,69,69,0
"NYC","36047024600",256,92,92,0,12,12,0,11,11,0,69,69,0
"NYC","36047024700",591,150,150,0,37,37,0,20,20,0,93,93,0
"NYC","36047024800",242,52,52,0,10,10,0,4,4,0,38,38,0
"NYC","36047024900",567,175,175,0,48,48,0,26,26,0,101,101,0
"NYC","36047025000",307,88,87,1,23,22,1,8,8,0,57,57,0
"NYC","36047025100",395,151,151,0,33,33,0,20,20,0,101,101,0
"NYC","36047025200",449,111,110,1,40,39,1,9,9,0,62,62,0
"NYC","36047025300",175,73,73,0,12,12,0,6,6,0,55,55,0
"NYC","36047025400",235,77,77,0,19,19,0,5,5,0,53,53,0
"NYC","36047025500",397,132,131,1,35,35,0,21,21,0,76,75,1
"NYC","36047025600",312,72,72,0,27,27,0,11,11,0,34,34,0
"NYC","36047025700",360,116,116,0,30,30,0,19,19,0,67,67,0
"NYC","36047025800",229,51,51,0,20,20,0,5,5,0,26,26,0
"NYC","36047025901",227,111,111,0,19,19,0,14,14,0,78,78,0
"NYC","36047025902",162,70,69,1,21,21,0,11,11,0,38,37,1
"NYC","36047026000",155,24,23,1,17,16,1,0,0,0,7,7,0
"NYC","36047026100",287,143,143,0,11,11,0,24,24,0,108,108,0
"NYC","36047026200",134,48,48,0,9,9,0,2,2,0,37,37,0
"NYC","36047026300",225,66,66,0,8,8,0,13,13,0,45,45,0
"NYC","36047026400",330,97,97,0,27,27,0,14,14,0,56,56,0
"NYC","36047026500",226,82,82,0,21,21,0,10,10,0,51,51,0
"NYC","36047026600",155,45,45,0,15,15,0,6,6,0,24,24,0
"NYC","36047026700",193,78,78,0,10,10,0,19,19,0,49,49,0
"NYC","36047026800",274,72,71,1,19,18,1,12,12,0,41,41,0
"NYC","36047026900",299,95,95,0,30,30,0,13,13,0,52,52,0
"NYC","36047027000",193,58,58,0,13,13,0,4,4,0,41,41,0
"NYC","36047027100",490,189,189,0,44,44,0,26,26,0,119,119,0
"NYC","36047027200",94,40,40,0,12,12,0,3,3,0,25,25,0
"NYC","36047027300",378,131,131,0,42,42,0,14,14,0,73,73,0
"NYC","36047027400",139,41,41,0,15,15,0,1,1,0,25,25,0
"NYC","36047027500",293,127,127,0,21,21,0,21,21,0,85,85,0
"NYC","36047027600",198,50,50,0,22,22,0,12,12,0,16,16,0
"NYC","36047027700",261,120,120,0,30,30,0,9,9,0,77,77,0
"NYC","36047027800",188,50,50,0,20,20,0,12,12,0,18,18,0
"NYC","36047027900",278,121,121,0,14,14,0,17,17,0,90,90,0
"NYC","36047028000",141,32,32,0,14,14,0,3,3,0,15,15,0
"NYC","36047028100",276,111,111,0,22,22,0,10,10,0,79,79,0
"NYC","36047028200",209,36,35,1,5,4,1,4,4,0,27,27,0
"NYC","36047028300",291,103,103,0,21,21,0,19,19,0,63,63,0
"NYC","36047028400",309,52,52,0,18,18,0,8,8,0,26,26,0
"NYC","36047028501",240,103,103,0,28,28,0,13,13,0,61,61,0
"NYC","36047028502",90,26,26,0,4,4,0,7,7,0,15,15,0
"NYC","36047028600",215,56,56,0,14,14,0,2,2,0,40,40,0
"NYC","36047028700",415,130,127,3,37,36,1,30,29,1,63,62,1
"NYC","36047028800",238,74,73,1,22,22,0,15,14,1,37,37,0
"NYC","36047028900",377,140,140,0,42,42,0,21,21,0,77,77,0
"NYC","36047029000",305,78,78,0,30,30,0,8,8,0,40,40,0
"NYC","36047029100",222,67,67,0,10,10,0,11,11,0,46,46,0
"NYC","36047029200",370,101,100,1,22,21,1,4,4,0,75,75,0
"NYC","36047029300",245,120,120,0,22,22,0,20,20,0,79,79,0
"NYC","36047029400",549,135,133,2,27,25,2,8,8,0,100,100,0
"NYC","36047029500",299,125,125,0,34,34,0,11,11,0,80,80,0
"NYC","36047029600",564,161,157,4,55,51,4,9,9,0,97,97,0
"NYC","36047029700",265,94,94,0,27,27,0,10,10,0,57,57,0
"NYC","36047029800",256,62,62,0,23,23,0,5,5,0,34,34,0
"NYC","36047029900",415,160,158,2,32,32,0,12,11,1,116,115,1
"NYC","36047030000",342,106,105,1,41,40,1,17,17,0,48,48,0
"NYC","36047030100",385,126,126,0,40,40,0,3,3,0,81,81,0
"NYC","36047030200",156,42,41,1,12,12,0,2,2,0,28,27,1
"NYC","36047030300",665,204,204,0,29,29,0,7,7,0,169,169,0
"NYC","36047030400",403,116,116,0,17,17,0,7,7,0,92,92,0
"NYC","36047030500",608,136,136,0,29,29,0,28,28,0,79,79,0
"NYC","36047030600",131,45,45,0,6,6,0,4,4,0,35,35,0
"NYC","36047030700",1105,368,367,1,68,68,0,35,35,0,265,264,1
"NYC","36047030800",323,78,78,0,7,7,0,8,8,0,63,63,0
"NYC","36047030900",471,166,165,1,25,24,1,11,11,0,130,130,0
"NYC","36047031100",542,189,189,0,22,22,0,15,15,0,153,153,0
"NYC","36047031300",518,192,191,1,42,42,0,18,18,0,132,131,1
"NYC","36047031400",504,115,115,0,14,14,0,8,8,0,93,93,0
"NYC","36047031500",778,223,223,0,71,71,0,24,24,0,128,128,0
"NYC","36047031701",229,64,64,0,16,16,0,9,9,0,42,42,0
"NYC","36047031702",469,144,143,1,31,30,1,14,14,0,99,99,0
"NYC","36047031900",312,82,82,0,20,20,0,7,7,0,55,55,0
"NYC","36047032100",584,146,145,1,40,39,1,12,12,0,94,94,0
"NYC","36047032300",530,161,161,0,26,26,0,13,13,0,122,122,0
"NYC","36047032500",472,173,173,0,24,24,0,21,21,0,128,128,0
"NYC","36047032600",631,171,170,1,53,53,0,17,17,0,101,100,1
"NYC","36047032700",697,205,205,0,40,40,0,22,22,0,143,143,0
"NYC","36047032800",268,81,81,0,25,25,0,4,4,0,52,52,0
"NYC","36047032900",262,75,75,0,15,15,0,11,11,0,49,49,0
"NYC","36047033000",106,46,46,0,8,8,0,1,1,0,37,37,0
"NYC","36047033100",372,153,152,1,54,53,1,10,10,0,89,89,0
"NYC","36047033300",266,82,81,1,15,14,1,7,7,0,60,60,0
"NYC","36047033500",300,67,67,0,21,21,0,5,5,0,41,41,0
"NYC","36047033600",109,22,21,1,6,6,0,2,2,0,14,13,1
"NYC","36047033700",919,312,310,2,65,63,2,16,16,0,231,231,0
"NYC","36047033900",370,160,160,0,35,35,0,15,15,0,110,110,0
"NYC","36047034000",91,25,25,0,11,11,0,1,1,0,13,13,0
"NYC","36047034100",170,52,52,0,23,23,0,3,3,0,25,25,0
"NYC","36047034200",152,48,48,0,13,13,0,2,2,0,33,33,0
"NYC","36047034300",157,64,64,0,17,17,0,8,8,0,39,39,0
"NYC","36047034500",273,112,112,0,17,17,0,7,7,0,88,88,0
"NYC","36047034700",186,78,78,0,17,17,0,5,5,0,56,56,0
"NYC","36047034800",1162,325,324,1,50,49,1,19,19,0,259,259,0
"NYC","36047034900",289,83,83,0,15,15,0,8,8,0,60,60,0
"NYC","36047035000",189,39,39,0,14,14,0,1,1,0,24,24,0
"NYC","36047035100",899,311,311,0,116,116,0,14,14,0,181,181,0
"NYC","36047035200",220,44,44,0,10,10,0,2,2,0,34,34,0
"NYC","36047035300",715,255,254,1,70,70,0,10,10,0,175,174,1
"NYC","36047035400",712,178,178,0,27,27,0,5,5,0,146,146,0
"NYC","36047035500",502,179,179,0,42,42,0,18,18,0,119,119,0
"NYC","36047035601",158,32,32,0,12,12,0,2,2,0,18,18,0
"NYC","36047035602",271,81,79,2,28,28,0,10,10,0,43,41,2
"NYC","36047035700",805,335,333,2,52,51,1,13,13,0,270,269,1
"NYC","36047035900",321,130,129,1,35,35,0,7,7,0,89,88,1
"NYC","36047036001",149,23,23,0,18,18,0,2,2,0,3,3,0
"NYC","36047036002",129,16,16,0,9,9,0,2,2,0,5,5,0
"NYC","36047036100",847,316,316,0,47,47,0,10,10,0,259,259,0
"NYC","36047036200",618,113,112,1,43,42,1,11,11,0,58,58,0
"NYC","36047036300",730,251,250,1,41,40,1,11,11,0,199,199,0
"NYC","36047036400",254,70,70,0,35,35,0,6,6,0,29,29,0
"NYC","36047036501",873,339,335,4,51,48,3,9,9,0,279,278,1
"NYC","36047036502",404,126,126,0,13,13,0,3,3,0,110,110,0
"NYC","36047036600",749,178,178,0,21,21,0,9,9,0,148,148,0
"NYC","36047036700",404,136,135,1,28,27,1,10,10,0,98,98,0
"NYC","36047036900",580,175,174,1,40,39,1,14,14,0,121,121,0
"NYC","36047037000",617,151,150,1,32,32,0,11,11,0,109,108,1
"NYC","36047037100",355,135,135,0,24,24,0,11,11,0,100,100,0
"NYC","36047037300",323,119,119,0,24,24,0,11,11,0,84,84,0
"NYC","36047037401",327,97,95,2,18,17,1,16,16,0,63,62,1
"NYC","36047037402",246,53,53,0,22,22,0,7,7,0,24,24,0
"NYC","36047037500",257,68,68,0,16,16,0,11,11,0,41,41,0
"NYC","36047037700",273,73,73,0,18,18,0,10,10,0,45,45,0
"NYC","36047037900",255,79,79,0,18,18,0,13,13,0,48,48,0
"NYC","36047038100",301,125,125,0,27,27,0,14,14,0,84,84,0
"NYC","36047038200",109,23,22,1,10,9,1,2,2,0,11,11,0
"NYC","36047038300",232,56,55,1,13,12,1,5,5,0,38,38,0
"NYC","36047038500",293,120,120,0,21,21,0,12,12,0,87,87,0
"NYC","36047038600",345,83,83,0,20,20,0,13,13,0,50,50,0
"NYC","36047038700",378,111,110,1,23,22,1,7,7,0,79,79,0
"NYC","36047038800",143,22,22,0,7,7,0,2,2,0,13,13,0
"NYC","36047038900",559,173,173,0,40,40,0,28,28,0,105,105,0
"NYC","36047039000",340,93,92,1,17,17,0,10,9,1,66,66,0
"NYC","36047039100",369,98,98,0,14,14,0,17,17,0,67,67,0
"NYC","36047039200",333,91,90,1,16,16,0,12,11,1,63,63,0
"NYC","36047039300",405,125,124,1,21,21,0,25,24,1,78,78,0
"NYC","36047039400",426,123,120,3,32,32,0,20,20,0,71,68,3
"NYC","36047039500",365,163,163,0,18,18,0,15,15,0,130,130,0
"NYC","36047039600",132,33,33,0,10,10,0,1,1,0,22,22,0
"NYC","36047039700",420,156,155,1,26,25,1,19,19,0,111,111,0
"NYC","36047039800",201,43,43,0,10,10,0,4,4,0,29,29,0
"NYC","36047039900",467,160,160,0,28,28,0,15,15,0,117,117,0
"NYC","36047040000",219,59,59,0,16,16,0,8,8,0,35,35,0
"NYC","36047040100",398,146,146,0,24,24,0,14,14,0,108,108,0
"NYC","36047040200",286,79,78,1,14,13,1,10,10,0,55,55,0
"NYC","36047040300",450,141,140,1,31,30,1,11,11,0,99,99,0
"NYC","36047040400",196,47,47,0,10,10,0,7,7,0,30,30,0
"NYC","36047040500",350,91,91,0,6,6,0,4,4,0,81,81,0
"NYC","36047040600",154,47,47,0,10,10,0,7,7,0,30,30,0
"NYC","36047040700",210,57,57,0,3,3,0,4,4,0,50,50,0
"NYC","36047040800",132,34,34,0,6,6,0,6,6,0,22,22,0
"NYC","36047040900",190,44,44,0,12,12,0,6,6,0,26,26,0
"NYC","36047041000",45,15,15,0,7,7,0,1,1,0,7,7,0
"NYC","36047041100",126,28,28,0,4,4,0,2,2,0,22,22,0
"NYC","36047041200",210,60,60,0,20,20,0,7,7,0,31,31,0
"NYC","36047041300",255,83,83,0,16,16,0,10,10,0,57,57,0
"NYC","36047041401",181,34,34,0,13,13,0,1,1,0,20,20,0
"NYC","36047041402",213,56,56,0,20,20,0,4,4,0,32,32,0
"NYC","36047041500",249,91,91,0,18,18,0,9,9,0,64,64,0
"NYC","36047041600",256,75,75,0,27,27,0,8,8,0,40,40,0
"NYC","36047041700",141,54,53,1,5,5,0,9,8,1,40,40,0
"NYC","36047041800",394,112,112,0,28,28,0,19,19,0,65,65,0
"NYC","36047041900",192,72,72,0,19,19,0,14,14,0,39,39,0
"NYC","36047042000",319,82,81,1,24,23,1,8,8,0,50,50,0
"NYC","36047042100",299,111,111,0,13,13,0,13,13,0,85,85,0
"NYC","36047042200",426,125,122,3,23,22,1,18,16,2,84,84,0
"NYC","36047042300",272,81,81,0,19,19,0,20,20,0,42,42,0
"NYC","36047042400",223,70,70,0,17,17,0,8,8,0,45,45,0
"NYC","36047042500",295,60,59,1,24,24,0,9,9,0,27,26,1
"NYC","36047042600",199,54,53,1,12,12,0,7,7,0,35,34,1
"NYC","36047042700",297,73,73,0,19,19,0,21,21,0,33,33,0
"NYC","36047042800",230,65,65,0,19,19,0,3,3,0,43,43,0
"NYC","36047042900",369,103,103,0,25,25,0,26,26,0,52,52,0
"NYC","36047043000",255,46,46,0,19,19,0,4,4,0,23,23,0
"NYC","36047043100",553,139,139,0,34,34,0,22,22,0,83,83,0
"NYC","36047043200",200,48,48,0,17,17,0,5,5,0,26,26,0
"NYC","36047043300",424,116,116,0,30,30,0,20,20,0,66,66,0
"NYC","36047043400",163,49,48,1,23,23,0,4,4,0,22,21,1
"NYC","36047043500",202,78,78,0,18,18,0,6,6,0,54,54,0
"NYC","36047043600",288,64,64,0,22,22,0,7,7,0,35,35,0
"NYC","36047043700",254,54,54,0,18,18,0,7,7,0,29,29,0
"NYC","36047043800",501,136,134,2,21,20,1,14,14,0,101,100,1
"NYC","36047043900",441,120,118,2,34,32,2,16,16,0,70,70,0
"NYC","36047044000",338,95,95,0,17,17,0,12,12,0,66,66,0
"NYC","36047044100",339,117,117,0,23,23,0,16,16,0,78,78,0
"NYC","36047044200",162,50,49,1,19,18,1,2,2,0,29,29,0
"NYC","36047044300",345,100,100,0,23,23,0,9,9,0,68,68,0
"NYC","36047044400",245,52,52,0,15,15,0,8,8,0,29,29,0
"NYC","36047044500",322,67,67,0,15,15,0,10,10,0,40,40,0
"NYC","36047044600",184,54,54,0,9,9,0,10,10,0,35,35,0
"NYC","36047044700",287,96,96,0,10,10,0,9,9,0,77,77,0
"NYC","36047044800",274,79,79,0,20,20,0,5,5,0,53,53,0
"NYC","36047044900",2585,541,535,6,40,38,2,41,41,0,460,456,4
"NYC","36047045000",254,91,91,0,8,8,0,8,8,0,75,75,0
"NYC","36047045200",314,84,83,1,8,8,0,11,11,0,65,64,1
"NYC","36047045300",685,139,139,0,24,24,0,24,24,0,91,91,0
"NYC","36047045400",279,64,62,2,20,18,2,11,11,0,35,35,0
"NYC","36047045600",289,85,84,1,24,23,1,5,5,0,56,56,0
"NYC","36047045800",250,73,73,0,11,11,0,4,4,0,54,54,0
"NYC","36047046000",340,109,109,0,41,41,0,8,8,0,60,60,0
"NYC","36047046201",194,35,35,0,5,5,0,4,4,0,26,26,0
"NYC","36047046202",463,115,115,0,20,20,0,10,10,0,85,85,0
"NYC","36047046400",209,51,51,0,16,16,0,5,5,0,30,30,0
"NYC","36047046800",58,12,12,0,3,3,0,0,0,0,9,9,0
"NYC","36047047000",124,38,38,0,13,13,0,6,6,0,19,19,0
"NYC","36047047200",201,49,49,0,11,11,0,14,14,0,24,24,0
"NYC","36047047400",148,49,49,0,11,11,0,13,13,0,25,25,0
"NYC","36047047600",299,65,65,0,31,31,0,12,12,0,22,22,0
"NYC","36047047700",1311,317,316,1,18,18,0,15,15,0,284,283,1
"NYC","36047047800",371,125,124,1,45,45,0,22,22,0,58,57,1
"NYC","36047048000",294,62,62,0,16,16,0,6,6,0,40,40,0
"NYC","36047048100",296,61,61,0,6,6,0,15,15,0,40,40,0
"NYC","36047048200",601,188,188,0,55,55,0,20,20,0,113,113,0
"NYC","36047048400",317,104,103,1,28,28,0,10,10,0,66,65,1
"NYC","36047048500",1043,242,242,0,33,33,0,52,52,0,157,157,0
"NYC","36047048600",300,95,95,0,24,24,0,15,15,0,57,57,0
"NYC","36047048800",197,42,42,0,17,17,0,6,6,0,19,19,0
"NYC","36047048900",159,57,57,0,8,8,0,8,8,0,41,41,0
"NYC","36047049000",472,88,88,0,35,35,0,19,19,0,35,35,0
"NYC","36047049100",672,233,231,2,76,74,2,50,50,0,107,107,0
"NYC","36047049200",296,120,120,0,32,32,0,11,11,0,77,77,0
"NYC","36047049300",666,246,245,1,51,51,0,46,46,0,149,148,1
"NYC","36047049400",274,87,86,1,14,14,0,7,6,1,66,66,0
"NYC","36047049500",503,178,177,1,45,44,1,56,56,0,77,77,0
"NYC","36047049600",294,81,81,0,30,30,0,8,8,0,43,43,0
"NYC","36047049700",395,104,103,1,31,31,0,17,16,1,58,58,0
"NYC","36047049800",166,35,35,0,12,12,0,1,1,0,22,22,0
"NYC","36047049900",371,61,61,0,10,10,0,12,12,0,39,39,0
"NYC","36047050000",166,58,58,0,9,9,0,7,7,0,42,42,0
"NYC","36047050100",794,217,217,0,18,18,0,19,19,0,180,180,0
"NYC","36047050202",53,14,14,0,1,1,0,2,2,0,11,11,0
"NYC","36047050300",327,121,120,1,16,16,0,33,32,1,72,72,0
"NYC","36047050400",532,134,133,1,28,27,1,11,11,0,95,95,0
"NYC","36047050500",256,79,79,0,16,16,0,20,20,0,43,43,0
"NYC","36047050600",431,140,140,0,37,37,0,20,20,0,83,83,0
"NYC","36047050700",677,250,249,1,66,65,1,54,54,0,131,131,0
"NYC","36047050801",491,169,169,0,44,44,0,14,14,0,111,111,0
"NYC","36047050803",465,123,123,0,27,27,0,17,17,0,79,79,0
"NYC","36047050804",305,92,91,1,30,29,1,14,14,0,48,48,0
"NYC","36047050900",310,101,99,2,20,18,2,24,24,0,57,57,0
"NYC","36047051001",260,91,91,0,18,18,0,8,8,0,65,65,0
"NYC","36047051002",383,127,126,1,44,44,0,8,7,1,75,75,0
"NYC","36047051100",236,57,57,0,10,10,0,21,21,0,26,26,0
"NYC","36047051200",192,47,47,0,16,16,0,6,6,0,25,25,0
"NYC","36047051300",1130,344,343,1,53,52,1,88,88,0,203,203,0
"NYC","36047051400",403,157,157,0,37,37,0,23,23,0,97,97,0
"NYC","36047051500",127,39,39,0,6,6,0,15,15,0,18,18,0
"NYC","36047051601",335,102,101,1,26,25,1,9,9,0,67,67,0
"NYC","36047051602",268,72,72,0,28,28,0,8,8,0,36,36,0
"NYC","36047051700",298,67,67,0,17,17,0,17,17,0,32,32,0
"NYC","36047051800",295,108,108,0,27,27,0,17,17,0,67,67,0
"NYC","36047051900",636,136,135,1,40,39,1,29,29,0,67,67,0
"NYC","36047052000",200,45,45,0,21,21,0,6,6,0,18,18,0
"NYC","36047052300",513,159,158,1,32,32,0,55,54,1,72,72,0
"NYC","36047052500",549,174,173,1,63,63,0,31,31,0,80,79,1
"NYC","36047052600",168,52,52,0,13,13,0,10,10,0,29,29,0
"NYC","36047052700",606,206,205,1,24,24,0,42,42,0,140,139,1
"NYC","36047052800",79,13,13,0,2,2,0,0,0,0,11,11,0
"NYC","36047052900",344,116,116,0,25,25,0,17,17,0,74,74,0
"NYC","36047053000",393,79,78,1,32,31,1,11,11,0,36,36,0
"NYC","36047053100",417,92,92,0,31,31,0,21,21,0,40,40,0
"NYC","36047053200",154,37,37,0,20,20,0,7,7,0,10,10,0
"NYC","36047053300",586,179,179,0,22,22,0,13,13,0,144,144,0
"NYC","36047053400",453,103,103,0,26,26,0,16,16,0,61,61,0
"NYC","36047053500",308,89,89,0,47,47,0,13,13,0,29,29,0
"NYC","36047053700",1575,384,384,0,41,41,0,28,28,0,315,315,0
"NYC","36047053800",431,128,128,0,52,52,0,6,6,0,70,70,0
"NYC","36047053900",290,54,54,0,15,15,0,8,8,0,31,31,0
"NYC","36047054200",357,89,89,0,32,32,0,3,3,0,54,54,0
"NYC","36047054300",527,140,139,1,10,10,0,44,44,0,86,85,1
"NYC","36047054400",236,49,49,0,16,16,0,4,4,0,29,29,0
"NYC","36047054500",246,62,59,3,17,17,0,18,18,0,27,24,3
"NYC","36047054600",258,83,83,0,18,18,0,5,5,0,60,60,0
"NYC","36047054700",240,70,70,0,14,14,0,17,17,0,39,39,0
"NYC","36047054800",212,86,86,0,11,11,0,12,12,0,63,63,0
"NYC","36047054900",439,94,94,0,24,24,0,26,26,0,44,44,0
"NYC","36047055000",340,100,100,0,36,36,0,5,5,0,59,59,0
"NYC","36047055100",440,107,107,0,23,23,0,27,27,0,57,57,0
"NYC","36047055200",441,110,109,1,60,59,1,9,9,0,41,41,0
"NYC","36047055300",508,111,110,1,38,37,1,34,34,0,39,39,0
"NYC","36047055400",726,158,157,1,68,68,0,8,7,1,82,82,0
"NYC","36047055500",505,117,117,0,17,17,0,43,43,0,57,57,0
"NYC","36047055600",161,39,39,0,16,16,0,6,6,0,17,17,0
"NYC","36047055700",468,86,86,0,14,14,0,18,18,0,54,54,0
"NYC","36047055800",216,33,33,0,17,17,0,5,5,0,11,11,0
"NYC","36047056000",346,107,107,0,23,23,0,10,10,0,74,74,0
"NYC","36047056100",610,88,88,0,23,23,0,28,28,0,37,37,0
"NYC","36047056200",90,36,36,0,5,5,0,3,3,0,28,28,0
"NYC","36047056300",242,46,46,0,9,9,0,15,15,0,22,22,0
"NYC","36047056400",129,44,43,1,9,8,1,2,2,0,33,33,0
"NYC","36047056500",409,77,76,1,13,13,0,34,33,1,30,30,0
"NYC","36047056600",198,85,85,0,18,18,0,2,2,0,65,65,0
"NYC","36047056800",105,29,29,0,6,6,0,2,2,0,21,21,0
"NYC","36047056900",241,46,46,0,13,13,0,16,16,0,17,17,0
"NYC","36047057000",247,79,78,1,30,29,1,8,8,0,41,41,0
"NYC","36047057100",396,71,70,1,25,24,1,13,13,0,33,33,0
"NYC","36047057200",131,41,40,1,16,15,1,1,1,0,24,24,0
"NYC","36047057300",433,78,78,0,14,14,0,8,8,0,56,56,0
"NYC","36047057400",156,38,38,0,9,9,0,4,4,0,25,25,0
"NYC","36047057500",412,89,87,2,15,15,0,19,19,0,71,69,2
"NYC","36047057600",199,82,81,1,21,21,0,13,13,0,48,47,1
"NYC","36047057800",324,85,84,1,30,29,1,11,11,0,44,44,0
"NYC","36047057900",974,166,166,0,25,25,0,25,25,0,116,116,0
"NYC","36047058000",190,54,54,0,24,24,0,4,4,0,26,26,0
"NYC","36047058200",217,41,41,0,9,9,0,5,5,0,27,27,0
"NYC","36047058400",174,33,32,1,13,12,1,2,2,0,18,18,0
"NYC","36047058600",158,41,40,1,25,24,1,1,1,0,15,15,0
"NYC","36047058800",215,40,40,0,11,11,0,6,6,0,23,23,0
"NYC","36047058900",330,54,54,0,11,11,0,9,9,0,34,34,0
"NYC","36047059000",216,52,52,0,24,24,0,6,6,0,22,22,0
"NYC","36047059100",265,37,37,0,8,8,0,8,8,0,21,21,0
"NYC","36047059200",471,134,134,0,53,53,0,8,8,0,73,73,0
"NYC","36047059300",238,31,30,1,8,7,1,4,4,0,19,19,0
"NYC","36047059401",361,124,123,1,18,17,1,12,12,0,94,94,0
"NYC","36047059402",442,133,132,1,47,46,1,12,12,0,74,74,0
"NYC","36047059600",132,31,30,1,10,9,1,4,4,0,17,17,0
"NYC","36047059800",123,29,29,0,4,4,0,1,1,0,24,24,0
"NYC","36047060000",457,96,93,3,38,35,3,13,13,0,43,43,0
"NYC","36047060600",444,94,94,0,52,52,0,10,10,0,32,32,0
"NYC","36047060800",1237,341,339,2,29,28,1,15,15,0,297,296,1
"NYC","36047061002",110,16,16,0,8,8,0,1,1,0,7,7,0
"NYC","36047061003",238,45,45,0,20,20,0,2,2,0,23,23,0
"NYC","36047061004",313,53,51,2,19,17,2,9,9,0,25,25,0
"NYC","36047061200",140,33,33,0,5,5,0,4,4,0,24,24,0
"NYC","36047061600",151,40,40,0,8,8,0,3,3,0,29,29,0
"NYC","36047062000",79,22,21,1,9,9,0,1,1,0,12,11,1
"NYC","36047062200",647,170,169,1,8,7,1,2,2,0,160,160,0
"NYC","36047062600",212,64,64,0,12,12,0,2,2,0,50,50,0
"NYC","36047062800",245,53,50,3,7,6,1,1,0,1,45,44,1
"NYC","36047063200",44,15,15,0,3,3,0,1,1,0,11,11,0
"NYC","36047063600",67,26,26,0,6,6,0,2,2,0,18,18,0
"NYC","36047063800",70,13,13,0,7,7,0,1,1,0,5,5,0
"NYC","36047064000",74,15,15,0,2,2,0,4,4,0,9,9,0
"NYC","36047064200",245,81,81,0,19,19,0,8,8,0,54,54,0
"NYC","36047064400",172,48,47,1,10,10,0,1,1,0,37,36,1
"NYC","36047064600",66,9,9,0,2,2,0,2,2,0,5,5,0
"NYC","36047064800",86,26,26,0,2,2,0,2,2,0,22,22,0
"NYC","36047065000",296,59,58,1,14,13,1,2,2,0,43,43,0
"NYC","36047065200",298,42,41,1,6,6,0,2,2,0,34,33,1
"NYC","36047065400",66,15,15,0,0,0,0,2,2,0,13,13,0
"NYC","36047065600",105,28,28,0,4,4,0,1,1,0,23,23,0
"NYC","36047065800",96,6,6,0,2,2,0,1,1,0,3,3,0
"NYC","36047066000",88,35,35,0,5,5,0,3,3,0,27,27,0
"NYC","36047066200",477,123,122,1,22,21,1,6,6,0,95,95,0
"NYC","36047066600",1439,376,374,2,15,14,1,4,4,0,356,355,1
"NYC","36047067000",419,95,93,2,33,33,0,3,3,0,59,57,2
"NYC","36047067200",258,59,59,0,14,14,0,2,2,0,43,43,0
"NYC","36047067400",150,34,34,0,6,6,0,3,3,0,25,25,0
"NYC","36047067600",217,62,61,1,10,9,1,2,2,0,50,50,0
"NYC","36047067800",113,34,34,0,4,4,0,1,1,0,29,29,0
"NYC","36047068000",142,41,41,0,15,15,0,4,4,0,22,22,0
"NYC","36047068200",174,30,30,0,3,3,0,1,1,0,26,26,0
"NYC","36047068600",232,43,43,0,12,12,0,2,2,0,29,29,0
"NYC","36047068800",159,31,31,0,5,5,0,4,4,0,22,22,0
"NYC","36047069000",117,31,30,1,5,4,1,5,5,0,21,21,0
"NYC","36047069200",250,81,81,0,13,13,0,6,6,0,62,62,0
"NYC","36047069601",164,25,25,0,8,8,0,1,1,0,16,16,0
"NYC","36047069602",273,38,38,0,13,13,0,1,1,0,24,24,0
"NYC","36047069800",363,70,70,0,17,17,0,2,2,0,51,51,0
"NYC","36047070000",63,10,10,0,0,0,0,1,1,0,9,9,0
"NYC","36047070201",151,17,17,0,1,1,0,1,1,0,15,15,0
"NYC","36047070202",556,139,139,0,4,4,0,6,6,0,129,129,0
"NYC","36047070600",576,202,201,1,4,4,0,1,1,0,198,197,1
"NYC","36047072000",440,122,122,0,37,37,0,5,5,0,80,80,0
"NYC","36047072200",455,138,137,1,32,32,0,3,3,0,103,102,1
"NYC","36047072400",553,168,168,0,19,19,0,8,8,0,141,141,0
"NYC","36047072600",213,78,78,0,7,7,0,4,4,0,67,67,0
"NYC","36047072800",263,80,80,0,18,18,0,7,7,0,55,55,0
"NYC","36047073000",196,57,57,0,7,7,0,1,1,0,49,49,0
