"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"NYC","36081051300",89,8,8,0,1,1,0,4,4,0,3,3,0
"NYC","36081051500",120,25,25,0,4,4,0,4,4,0,17,17,0
"NYC","36081051600",195,76,76,0,8,8,0,4,4,0,64,64,0
"NYC","36081051700",549,120,120,0,6,6,0,14,14,0,100,100,0
"NYC","36081051800",135,52,52,0,3,3,0,1,1,0,48,48,0
"NYC","36081052000",111,50,50,0,4,4,0,1,1,0,45,45,0
"NYC","36081052100",286,67,67,0,17,17,0,6,6,0,44,44,0
"NYC","36081052200",128,47,47,0,1,1,0,4,4,0,42,42,0
"NYC","36081052400",132,45,45,0,8,8,0,3,3,0,34,34,0
"NYC","36081052500",244,44,44,0,5,5,0,0,0,0,39,39,0
"NYC","36081052600",148,54,54,0,14,14,0,1,1,0,39,39,0
"NYC","36081052800",188,55,55,0,10,10,0,7,7,0,38,38,0
"NYC","36081053000",156,66,66,0,9,9,0,2,2,0,55,55,0
"NYC","36081053100",574,80,80,0,12,12,0,9,9,0,59,59,0
"NYC","36081053200",229,95,95,0,9,9,0,3,3,0,83,83,0
"NYC","36081053401",323,124,123,1,14,13,1,6,6,0,105,105,0
"NYC","36081053500",468,82,81,1,10,10,0,16,16,0,56,55,1
"NYC","36081053601",86,23,23,0,3,3,0,1,1,0,19,19,0
"NYC","36081053800",74,16,16,0,2,2,0,1,1,0,13,13,0
"NYC","36081053900",652,124,123,1,16,16,0,29,29,0,81,80,1
"NYC","36081054000",622,225,225,0,45,45,0,10,10,0,170,170,0
"NYC","36081054200",508,179,179,0,18,18,0,1,1,0,160,160,0
"NYC","36081054500",147,48,48,0,10,10,0,5,5,0,33,33,0
"NYC","36081054700",201,58,58,0,14,14,0,8,8,0,35,35,0
"NYC","36081054800",221,68,68,0,8,8,0,0,0,0,60,60,0
"NYC","36081054900",337,94,93,1,35,34,1,14,14,0,45,45,0
"NYC","36081055100",364,100,100,0,40,40,0,14,14,0,46,46,0
"NYC","36081055200",1023,306,305,1,39,38,1,6,6,0,261,261,0
"NYC","36081055300",274,66,66,0,21,21,0,8,8,0,36,36,0
"NYC","36081055400",113,30,30,0,5,5,0,2,2,0,23,23,0
"NYC","36081055500",281,63,63,0,16,16,0,2,2,0,45,45,0
"NYC","36081055600",87,24,24,0,2,2,0,0,0,0,22,22,0
"NYC","36081055700",452,93,93,0,27,27,0,12,12,0,54,54,0
"NYC","36081055800",79,20,20,0,0,0,0,0,0,0,20,20,0
"NYC","36081055900",186,56,56,0,5,5,0,3,3,0,48,48,0
"NYC","36081056000",151,32,32,0,7,7,0,1,1,0,24,24,0
"NYC","36081056100",1061,365,364,1,8,8,0,4,4,0,353,352,1
"NYC","36081056200",41,15,15,0,0,0,0,0,0,0,15,15,0
"NYC","36081056400",154,43,43,0,7,7,0,1,1,0,35,35,0
"NYC","36081056500",145,22,22,0,6,6,0,4,4,0,12,12,0
"NYC","36081056600",231,65,64,1,21,21,0,2,2,0,42,41,1
"NYC","36081056700",254,54,53,1,15,14,1,4,4,0,35,35,0
"NYC","36081056800",1211,367,364,3,41,39,2,7,7,0,319,318,1
"NYC","36081057700",249,47,47,0,11,11,0,3,3,0,33,33,0
"NYC","36081057900",111,22,22,0,6,6,0,1,1,0,15,15,0
"NYC","36081058000",552,227,227,0,4,4,0,2,2,0,221,221,0
"NYC","36081058100",228,59,59,0,16,16,0,5,5,0,38,38,0
"NYC","36081058200",278,97,97,0,11,11,0,2,2,0,84,84,0
"NYC","36081058300",271,60,59,1,22,21,1,13,13,0,25,25,0
"NYC","36081058500",203,47,47,0,16,16,0,5,5,0,26,26,0
"NYC","36081058700",185,20,20,0,4,4,0,3,3,0,13,13,0
"NYC","36081058900",188,46,46,0,16,16,0,6,6,0,24,24,0
"NYC","36081059000",74,29,29,0,2,2,0,1,1,0,26,26,0
"NYC","36081059100",281,63,63,0,19,19,0,5,5,0,39,39,0
"NYC","36081059200",157,67,67,0,2,2,0,0,0,0,65,65,0
"NYC","36081059300",367,62,62,0,18,18,0,2,2,0,42,42,0
"NYC","36081059400",65,21,21,0,2,2,0,0,0,0,19,19,0
"NYC","36081059500",588,89,89,0,27,27,0,10,10,0,52,52,0
"NYC","36081059600",116,46,45,1,4,4,0,1,1,0,41,40,1
"NYC","36081059800",230,43,43,0,10,10,0,0,0,0,33,33,0
"NYC","36081059900",61,20,20,0,4,4,0,2,2,0,14,14,0
"NYC","36081060000",77,34,34,0,4,4,0,1,1,0,29,29,0
"NYC","36081060100",107,26,26,0,7,7,0,4,4,0,15,15,0
"NYC","36081060300",410,61,60,1,12,11,1,5,5,0,44,44,0
"NYC","36081060600",156,71,70,1,8,8,0,2,2,0,61,60,1
"NYC","36081060701",144,30,30,0,13,13,0,2,2,0,15,15,0
"NYC","36081060800",178,105,105,0,12,12,0,3,3,0,90,90,0
"NYC","36081061000",69,23,23,0,0,0,0,0,0,0,23,23,0
"NYC","36081061200",126,60,57,3,2,2,0,3,2,1,55,53,2
"NYC","36081061301",566,65,64,1,25,24,1,6,6,0,34,34,0
"NYC","36081061302",120,26,26,0,4,4,0,1,1,0,21,21,0
"NYC","36081061400",89,38,37,1,3,3,0,0,0,0,35,34,1
"NYC","36081061601",115,28,28,0,0,0,0,3,3,0,25,25,0
"NYC","36081061602",657,195,192,3,8,8,0,0,0,0,187,184,3
"NYC","36081061800",317,111,111,0,7,7,0,1,1,0,103,103,0
"NYC","36081061900",205,25,25,0,8,8,0,3,3,0,14,14,0
"NYC","36081062000",72,17,17,0,1,1,0,1,1,0,15,15,0
"NYC","36081062100",288,77,76,1,13,12,1,8,8,0,56,56,0
"NYC","36081062200",814,313,313,0,25,25,0,2,2,0,286,286,0
"NYC","36081062300",153,33,33,0,5,5,0,2,2,0,26,26,0
"NYC","36081062400",10,4,4,0,0,0,0,0,0,0,4,4,0
"NYC","36081062500",170,28,28,0,7,7,0,2,2,0,19,19,0
"NYC","36081062600",297,86,86,0,11,11,0,3,3,0,72,72,0
"NYC","36081062700",97,23,23,0,1,1,0,3,3,0,19,19,0
"NYC","36081062900",213,30,30,0,7,7,0,5,5,0,18,18,0
"NYC","36081063000",137,37,37,0,12,12,0,0,0,0,25,25,0
"NYC","36081063200",442,120,120,0,30,30,0,13,13,0,78,78,0
"NYC","36081063301",79,16,16,0,4,4,0,0,0,0,12,12,0
"NYC","36081063302",83,9,9,0,0,0,0,1,1,0,8,8,0
"NYC","36081063500",185,27,27,0,9,9,0,1,1,0,17,17,0
"NYC","36081063700",998,248,245,3,27,25,2,5,5,0,214,213,1
"NYC","36081063800",1114,425,425,0,17,17,0,3,3,0,405,405,0
"NYC","36081063900",537,195,195,0,16,16,0,4,4,0,175,175,0
"NYC","36081064101",28,0,0,0,0,0,0,0,0,0,0,0,0
"NYC","36081064102",1226,398,396,2,28,28,0,20,20,0,350,348,2
"NYC","36081064500",313,80,79,1,14,14,0,7,7,0,58,57,1
"NYC","36081064600",135,33,33,0,3,3,0,0,0,0,30,30,0
"NYC","36081065000",161,62,62,0,4,4,0,4,4,0,54,54,0
"NYC","36081065400",1396,487,485,2,56,55,1,6,6,0,424,423,1
"NYC","36081065501",350,79,79,0,8,8,0,12,12,0,59,59,0
"NYC","36081065600",465,165,165,0,22,22,0,0,0,0,143,143,0
"NYC","36081065702",131,35,35,0,6,6,0,1,1,0,28,28,0
"NYC","36081065703",262,50,48,2,7,5,2,4,4,0,39,39,0
"NYC","36081065900",115,20,20,0,3,3,0,1,1,0,16,16,0
"NYC","36081066000",174,63,63,0,6,6,0,3,3,0,54,54,0
"NYC","36081066100",54,9,9,0,1,1,0,1,1,0,7,7,0
"NYC","36081066300",174,51,51,0,9,9,0,5,5,0,37,37,0
"NYC","36081066400",764,238,236,2,20,19,1,4,4,0,214,213,1
"NYC","36081066501",181,35,35,0,8,8,0,6,6,0,21,21,0
"NYC","36081066701",201,47,47,0,4,4,0,7,7,0,36,36,0
"NYC","36081066900",64,8,8,0,0,0,0,0,0,0,8,8,0
"NYC","36081067100",166,50,50,0,11,11,0,3,3,0,36,36,0
"NYC","36081067700",88,17,17,0,1,1,0,4,4,0,12,12,0
"NYC","36081067900",507,155,155,0,21,21,0,7,7,0,127,127,0
"NYC","36081068000",1873,720,717,3,23,22,1,4,4,0,693,691,2
"NYC","36081068200",212,99,98,1,9,9,0,1,0,1,89,89,0
"NYC","36081068300",1516,259,259,0,93,93,0,16,16,0,150,150,0
"NYC","36081068700",861,174,173,1,40,39,1,8,8,0,126,126,0
"NYC","36081069000",180,69,69,0,11,11,0,2,2,0,56,56,0
"NYC","36081069300",499,68,67,1,31,30,1,4,4,0,33,33,0
"NYC","36081069400",230,83,83,0,10,10,0,1,1,0,72,72,0
"NYC","36081069500",243,49,49,0,16,16,0,2,2,0,31,31,0
"NYC","36081069701",138,18,18,0,7,7,0,2,2,0,9,9,0
"NYC","36081069702",287,90,89,1,9,9,0,5,4,1,76,76,0
"NYC","36081070300",161,26,26,0,7,7,0,2,2,0,17,17,0
"NYC","36081070700",117,22,22,0,2,2,0,4,4,0,16,16,0
"NYC","36081070900",161,39,38,1,12,11,1,5,5,0,22,22,0
"NYC","36081071100",672,128,128,0,60,60,0,5,5,0,63,63,0
"NYC","36081071303",194,44,44,0,21,21,0,3,3,0,20,20,0
"NYC","36081071304",242,45,45,0,26,26,0,1,1,0,18,18,0
"NYC","36081071305",247,42,42,0,13,13,0,6,6,0,23,23,0
"NYC","36081071306",283,48,48,0,14,14,0,4,4,0,30,30,0
"NYC","36081071600",636,265,262,3,2,2,0,0,0,0,263,260,3
"NYC","36081071701",409,81,81,0,51,51,0,7,7,0,23,23,0
"NYC","36081071702",1128,234,234,0,16,16,0,7,7,0,210,210,0
"NYC","36081071900",476,133,131,2,10,9,1,1,1,0,122,121,1
"NYC","36081072100",195,30,30,0,11,11,0,0,0,0,19,19,0
"NYC","36081072300",160,48,47,1,18,17,1,5,5,0,25,25,0
"NYC","36081072900",120,24,24,0,6,6,0,1,1,0,17,17,0
"NYC","36081073100",100,31,31,0,3,3,0,2,2,0,26,26,0
"NYC","36081073700",525,90,88,2,36,34,2,5,5,0,49,49,0
"NYC","36081073900",380,114,114,0,33,33,0,6,6,0,75,75,0
"NYC","36081074100",167,37,37,0,13,13,0,4,4,0,20,20,0
"NYC","36081074300",296,58,57,1,27,26,1,3,3,0,28,28,0
"NYC","36081074500",888,195,195,0,24,24,0,5,5,0,166,166,0
"NYC","36081074700",194,36,36,0,2,2,0,1,1,0,33,33,0
"NYC","36081074900",203,36,36,0,9,9,0,1,1,0,26,26,0
"NYC","36081075701",258,36,36,0,7,7,0,1,1,0,28,28,0
"NYC","36081075702",381,100,100,0,15,15,0,3,3,0,82,82,0
"NYC","36081076901",244,58,58,0,10,10,0,3,3,0,45,45,0
"NYC","36081076902",535,116,116,0,21,21,0,6,6,0,89,89,0
"NYC","36081077300",569,137,137,0,13,13,0,0,0,0,124,124,0
"NYC","36081077500",345,48,47,1,17,17,0,2,2,0,29,28,1
"NYC","36081077902",246,70,69,1,12,11,1,3,3,0,55,55,0
"NYC","36081077903",87,16,16,0,2,2,0,0,0,0,14,14,0
"NYC","36081077904",417,120,120,0,21,21,0,6,6,0,93,93,0
"NYC","36081077905",709,137,136,1,19,18,1,4,4,0,114,114,0
"NYC","36081077906",387,111,111,0,35,35,0,4,4,0,72,72,0
"NYC","36081077907",252,52,52,0,22,22,0,1,1,0,29,29,0
"NYC","36081077908",134,38,38,0,7,7,0,1,1,0,30,30,0
"NYC","36081078800",236,86,85,1,11,11,0,5,4,1,70,70,0
"NYC","36081079000",233,67,67,0,6,6,0,2,2,0,59,59,0
"NYC","36081079200",480,118,117,1,4,3,1,2,2,0,112,112,0
"NYC","36081079300",15,6,6,0,0,0,0,0,0,0,6,6,0
"NYC","36081079701",216,36,35,1,21,21,0,4,3,1,11,11,0
"NYC","36081079702",398,77,76,1,37,36,1,7,7,0,33,33,0
"NYC","36081079900",632,135,133,2,41,39,2,5,5,0,89,89,0
"NYC","36081080301",660,157,157,0,18,18,0,2,2,0,137,137,0
"NYC","36081080302",557,128,128,0,11,11,0,1,1,0,116,116,0
"NYC","36081080900",654,142,142,0,41,41,0,4,4,0,97,97,0
"NYC","36081081400",366,78,78,0,14,14,0,3,3,0,61,61,0
"NYC","36081081800",388,91,89,2,14,13,1,1,0,1,76,76,0
"NYC","36081083700",839,241,241,0,32,32,0,9,9,0,200,200,0
"NYC","36081083800",396,130,129,1,14,14,0,2,2,0,114,113,1
"NYC","36081084000",401,139,139,0,15,15,0,7,7,0,117,117,0
"NYC","36081084500",264,31,30,1,16,15,1,7,7,0,8,8,0
"NYC","36081084601",556,169,169,0,11,11,0,1,1,0,157,157,0
"NYC","36081084602",2139,696,691,5,10,8,2,0,0,0,686,683,3
"NYC","36081084900",1364,184,182,2,75,73,2,32,32,0,76,76,0
"NYC","36081085300",808,172,171,1,118,117,1,11,11,0,43,43,0
"NYC","36081085500",321,77,77,0,40,40,0,5,5,0,32,32,0
"NYC","36081085700",373,80,80,0,53,53,0,9,9,0,18,18,0
"NYC","36081085900",257,54,54,0,27,27,0,3,3,0,24,24,0
"NYC","36081086100",214,39,39,0,20,20,0,7,7,0,12,12,0
"NYC","36081086300",166,52,52,0,14,14,0,3,3,0,35,35,0
"NYC","36081086400",555,156,154,2,41,39,2,9,9,0,106,106,0
"NYC","36081086500",1021,171,168,3,87,85,2,13,12,1,71,71,0
"NYC","36081086900",2210,412,408,4,83,80,3,9,9,0,320,319,1
"NYC","36081087100",1544,256,254,2,121,119,2,27,27,0,108,108,0
"NYC","36081088400",1571,493,491,2,40,40,0,7,7,0,446,444,2
"NYC","36081088901",867,164,163,1,49,48,1,5,5,0,110,110,0
"NYC","36081089200",885,256,254,2,16,15,1,8,7,1,232,232,0
"NYC","36081090700",716,174,174,0,22,22,0,7,7,0,145,145,0
"NYC","36081091601",86,21,21,0,4,4,0,5,5,0,12,12,0
"NYC","36081091602",18,7,7,0,1,1,0,0,0,0,6,6,0
"NYC","36081091800",18,11,11,0,0,0,0,0,0,0,11,11,0
"NYC","36081091900",406,72,72,0,11,11,0,2,2,0,59,59,0
"NYC","36081092200",55,18,18,0,0,0,0,2,2,0,16,16,0
"NYC","36081092500",562,89,88,1,21,20,1,5,5,0,63,63,0
"NYC","36081092800",74,24,24,0,0,0,0,4,4,0,20,20,0
"NYC","36081092900",491,61,61,0,17,17,0,5,5,0,39,39,0
"NYC","36081093401",154,33,32,1,4,4,0,2,2,0,27,26,1
"NYC","36081093402",226,40,40,0,12,12,0,4,4,0,24,24,0
"NYC","36081093800",506,142,142,0,29,29,0,16,16,0,97,97,0
"NYC","36081093900",198,43,43,0,9,9,0,1,1,0,33,33,0
"NYC","36081094201",248,61,61,0,15,15,0,4,4,0,42,42,0
"NYC","36081094202",465,126,126,0,14,14,0,4,4,0,108,108,0
"NYC","36081094203",179,32,32,0,9,9,0,1,1,0,22,22,0
"NYC","36081094500",963,196,195,1,16,16,0,4,4,0,176,175,1
"NYC","36081094700",210,40,39,1,9,8,1,4,4,0,27,27,0
"NYC","36081095400",328,101,101,0,24,24,0,6,6,0,71,71,0
"NYC","36081096400",337,82,81,1,20,19,1,2,2,0,60,60,0
"NYC","36081097202",205,113,111,2,4,4,0,3,3,0,106,104,2
"NYC","36081097203",224,78,78,0,9,9,0,2,2,0,67,67,0
"NYC","36081097204",238,81,81,0,13,13,0,3,3,0,65,65,0
"NYC","36081097300",568,256,253,3,4,4,0,0,0,0,252,249,3
"NYC","36081098100",326,71,71,0,14,14,0,2,2,0,55,55,0
"NYC","36081098700",409,98,98,0,14,14,0,2,2,0,82,82,0
"NYC","36081099100",405,98,97,1,7,7,0,4,4,0,87,86,1
"NYC","36081099200",408,150,150,0,21,21,0,6,6,0,123,123,0
"NYC","36081099701",184,47,47,0,7,7,0,2,2,0,38,38,0
"NYC","36081099703",187,44,44,0,0,0,0,1,1,0,43,43,0
"NYC","36081099704",540,98,98,0,41,41,0,3,3,0,54,54,0
"NYC","36081099705",565,138,137,1,2,1,1,3,3,0,133,133,0
"NYC","36081099801",466,128,126,2,50,49,1,5,5,0,73,72,1
"NYC","36081099802",191,58,58,0,16,16,0,3,3,0,39,39,0
"NYC","36081099900",31,18,18,0,0,0,0,1,1,0,17,17,0
"NYC","36081100801",92,19,19,0,1,1,0,1,1,0,17,17,0
"NYC","36081100802",737,235,234,1,64,63,1,13,13,0,162,162,0
"NYC","36081101001",611,154,153,1,44,44,0,11,11,0,99,98,1
"NYC","36081101002",95,25,25,0,4,4,0,0,0,0,21,21,0
"NYC","36081101700",370,118,117,1,17,16,1,3,3,0,98,98,0
"NYC","36081102900",272,68,68,0,11,11,0,2,2,0,55,55,0
"NYC","36081103201",478,164,164,0,41,41,0,10,10,0,114,114,0
"NYC","36081103202",512,126,125,1,36,36,0,10,9,1,80,80,0
"NYC","36081103300",244,83,83,0,9,9,0,3,3,0,71,71,0
"NYC","36081103900",917,216,216,0,19,19,0,5,5,0,192,192,0
"NYC","36081104700",465,103,103,0,21,21,0,6,6,0,76,76,0
"NYC","36081105900",134,41,41,0,6,6,0,0,0,0,35,35,0
"NYC","36081107201",376,138,138,0,3,3,0,6,6,0,128,128,0
"NYC","36081107202",11,6,6,0,0,0,0,1,1,0,5,5,0
"NYC","36081108500",138,31,31,0,3,3,0,1,1,0,27,27,0
"NYC","36081109300",355,82,82,0,9,9,0,1,1,0,72,72,0
"NYC","36081109700",148,27,27,0,5,5,0,1,1,0,21,21,0
"NYC","36081109900",307,63,63,0,16,16,0,1,1,0,46,46,0
"NYC","36081111300",316,72,72,0,2,2,0,0,0,0,70,70,0
"NYC","36081112300",508,60,60,0,25,25,0,4,4,0,31,31,0
"NYC","36081112900",291,68,68,0,5,5,0,1,1,0,62,62,0
"NYC","36081113300",157,39,38,1,7,7,0,1,1,0,31,30,1
"NYC","36081113900",381,66,66,0,15,15,0,1,1,0,50,50,0
"NYC","36081114100",130,27,26,1,6,6,0,4,4,0,17,16,1
"NYC","36081114700",131,34,34,0,2,2,0,6,6,0,26,26,0
"NYC","36081115100",124,39,39,0,3,3,0,2,2,0,34,34,0
"NYC","36081115500",195,51,51,0,5,5,0,1,1,0,45,45,0
"NYC","36081115700",592,178,177,1,56,56,0,4,4,0,118,117,1
"NYC","36081115900",335,78,78,0,22,22,0,5,5,0,51,51,0
"NYC","36081116100",180,40,40,0,16,16,0,3,3,0,21,21,0
"NYC","36081116300",451,91,90,1,36,35,1,8,8,0,47,47,0
"NYC","36081116700",208,46,45,1,11,11,0,4,4,0,31,30,1
"NYC","36081117100",831,168,168,0,37,37,0,6,6,0,125,125,0
"NYC","36081117500",449,82,82,0,22,22,0,5,5,0,55,55,0
"NYC","36081118100",327,58,58,0,20,20,0,2,2,0,36,36,0
"NYC","36081118500",216,58,58,0,13,13,0,8,8,0,37,37,0
"NYC","36081118700",111,15,15,0,5,5,0,1,1,0,9,9,0
"NYC","36081118900",156,34,34,0,6,6,0,2,2,0,26,26,0
"NYC","36081119100",251,65,65,0,14,14,0,3,3,0,48,48,0
"NYC","36081119300",179,39,39,0,9,9,0,5,5,0,25,25,0
"NYC","36081119500",115,21,21,0,4,4,0,1,1,0,16,16,0
"NYC","36081119900",140,41,41,0,3,3,0,2,2,0,36,36,0
"NYC","36081120100",119,21,20,1,6,5,1,4,4,0,11,11,0
"NYC","36081120300",95,18,18,0,4,4,0,1,1,0,13,13,0
"NYC","36081120500",196,37,37,0,13,13,0,0,0,0,24,24,0
"NYC","36081120700",268,74,74,0,6,6,0,7,7,0,61,61,0
"NYC","36081121100",132,38,38,0,3,3,0,4,4,0,31,31,0
"NYC","36081121500",730,168,166,2,3,3,0,6,6,0,159,157,2
"NYC","36081122300",439,124,120,4,7,5,2,2,2,0,115,113,2
"NYC","36081122701",542,140,139,1,39,38,1,3,3,0,98,98,0
"NYC","36081122702",426,84,83,1,16,16,0,2,2,0,66,65,1
"NYC","36081124100",328,122,121,1,19,19,0,4,4,0,99,98,1
"NYC","36081124700",226,58,58,0,6,6,0,0,0,0,52,52,0
"NYC","36081125700",298,76,76,0,12,12,0,1,1,0,63,63,0
"NYC","36081126500",347,99,99,0,24,24,0,4,4,0,71,71,0
"NYC","36081126700",460,82,82,0,12,12,0,3,3,0,67,67,0
"NYC","36081127700",649,167,167,0,28,28,0,4,4,0,135,135,0
"NYC","36081128300",956,263,261,2,7,7,0,1,1,0,255,253,2
"NYC","36081129102",347,111,110,1,10,10,0,0,0,0,101,100,1
"NYC","36081129103",164,32,32,0,8,8,0,1,1,0,23,23,0
"NYC","36081129104",174,35,35,0,8,8,0,1,1,0,26,26,0
"NYC","36081130100",467,135,135,0,7,7,0,3,3,0,125,125,0
"NYC","36081133300",479,117,117,0,14,14,0,2,2,0,101,101,0
"NYC","36081133900",195,45,45,0,10,10,0,5,5,0,30,30,0
"NYC","36081134100",538,153,153,0,6,6,0,3,3,0,144,144,0
"NYC","36081134700",713,166,165,1,21,20,1,6,6,0,142,142,0
"NYC","36081136700",427,78,75,3,12,12,0,3,3,0,63,60,3
"NYC","36081137700",586,111,110,1,9,9,0,0,0,0,102,101,1
"NYC","36081138501",569,105,105,0,20,20,0,2,2,0,83,83,0
"NYC","36081138502",2730,642,640,2,18,17,1,2,2,0,622,621,1
"NYC","36081139900",405,130,130,0,3,3,0,0,0,0,127,127,0
"NYC","36081140300",337,98,96,2,6,5,1,3,3,0,89,88,1
"NYC","36081140901",330,70,70,0,5,5,0,2,2,0,63,63,0
"NYC","36081140902",355,71,71,0,6,6,0,1,1,0,64,64,0
"NYC","36081141700",564,116,115,1,11,10,1,5,5,0,100,100,0
"NYC","36081142900",199,41,41,0,7,7,0,1,1,0,33,33,0
"NYC","36081143500",123,49,48,1,2,2,0,1,1,0,46,45,1
"NYC","36081144100",131,9,9,0,3,3,0,1,1,0,5,5,0
"NYC","36081144700",512,73,72,1,19,18,1,4,4,0,50,50,0
"NYC","36081145101",195,29,29,0,4,4,0,1,1,0,24,24,0
"NYC","36081145102",253,54,51,3,10,10,0,1,1,0,43,40,3
"NYC","36081145900",427,114,114,0,11,11,0,7,7,0,96,96,0
"NYC","36081146300",543,80,80,0,17,17,0,4,4,0,59,59,0
"NYC","36081146700",720,113,113,0,36,36,0,6,6,0,71,71,0
"NYC","36081147100",786,147,146,1,41,41,0,6,5,1,99,99,0
"NYC","36081147900",640,103,103,0,14,14,0,5,5,0,84,84,0
"NYC","36081148300",84,17,17,0,4,4,0,0,0,0,13,13,0
"NYC","36081150701",639,134,134,0,11,11,0,2,2,0,121,121,0
"NYC","36081150702",640,137,136,1,13,13,0,1,1,0,123,122,1
"NYC","36081152901",593,139,137,2,8,7,1,0,0,0,131,130,1
"NYC","36081152902",687,147,147,0,4,4,0,1,1,0,142,142,0
"NYC","36081155101",94,14,14,0,2,2,0,0,0,0,12,12,0
"NYC","36081155102",905,246,245,1,26,26,0,4,4,0,216,215,1
"NYC","36081156700",867,294,289,5,15,13,2,4,4,0,274,271,3
"NYC","36081157101",973,281,281,0,15,15,0,5,5,0,261,261,0
"NYC","36081157102",258,73,73,0,2,2,0,0,0,0,71,71,0
"NYC","36081157901",343,147,145,2,21,19,2,2,2,0,124,124,0
"NYC","36081157902",509,115,114,1,22,21,1,4,4,0,89,89,0
"NYC","36081157903",445,149,149,0,9,9,0,3,3,0,137,137,0
"NYC","36081161700",478,115,115,0,6,6,0,5,5,0,103,103,0
"NYC","36081162100",439,94,94,0,5,5,0,1,1,0,88,88,0
"NYC","36085000300",466,69,68,1,34,33,1,0,0,0,35,35,0
"NYC","36085000600",268,55,54,1,14,13,1,6,6,0,35,35,0
"NYC","36085000700",409,67,67,0,11,11,0,3,3,0,53,53,0
"NYC","36085000800",460,92,90,2,13,13,0,7,7,0,72,70,2
"NYC","36085000900",129,23,23,0,5,5,0,3,3,0,15,15,0
"NYC","36085001100",312,76,76,0,40,40,0,5,5,0,31,31,0
"NYC","36085001700",195,65,65,0,13,13,0,4,4,0,48,48,0
"NYC","36085001800",531,188,186,2,2,1,1,0,0,0,186,185,1
"NYC","36085002001",522,118,118,0,3,3,0,2,2,0,113,113,0
"NYC","36085002002",526,139,137,2,20,19,1,3,3,0,116,115,1
"NYC","36085002100",817,194,194,0,52,52,0,15,15,0,127,127,0
"NYC","36085002700",163,50,49,1,9,8,1,5,5,0,36,36,0
"NYC","36085002900",623,191,191,0,58,58,0,8,8,0,125,125,0
"NYC","36085003300",405,95,95,0,15,15,0,4,4,0,76,76,0
"NYC","36085003600",223,46,46,0,6,6,0,1,1,0,39,39,0
"NYC","36085003900",114,29,29,0,4,4,0,0,0,0,25,25,0
"NYC","36085004000",1345,279,278,1,40,39,1,6,6,0,233,233,0
"NYC","36085004700",650,166,166,0,13,13,0,1,1,0,152,152,0
"NYC","36085005000",558,141,140,1,19,18,1,1,1,0,121,121,0
"NYC","36085005900",425,101,101,0,20,20,0,0,0,0,81,81,0
"NYC","36085006400",458,90,90,0,17,17,0,3,3,0,70,70,0
"NYC","36085006700",363,87,87,0,23,23,0,3,3,0,60,60,0
"NYC","36085007000",668,170,170,0,31,31,0,5,5,0,134,134,0
"NYC","36085007400",302,88,88,0,11,11,0,3,3,0,74,74,0
"NYC","36085007500",262,74,74,0,16,16,0,1,1,0,57,57,0
"NYC","36085007700",99,24,24,0,9,9,0,3,3,0,12,12,0
"NYC","36085008100",391,125,124,1,13,13,0,7,7,0,105,104,1
"NYC","36085009601",557,116,114,2,19,18,1,4,4,0,93,92,1
"NYC","36085009602",502,138,137,1,21,20,1,1,1,0,116,116,0
"NYC","36085009700",300,89,89,0,12,12,0,3,3,0,74,74,0
"NYC","36085010500",455,140,140,0,24,24,0,4,4,0,112,112,0
"NYC","36085011201",356,102,101,1,10,9,1,3,3,0,89,89,0
"NYC","36085011202",837,190,189,1,29,29,0,6,6,0,155,154,1
"NYC","36085011401",373,114,114,0,20,20,0,2,2,0,89,89,0
"NYC","36085011402",488,100,100,0,12,12,0,0,0,0,88,88,0
"NYC","36085012100",420,97,96,1,25,25,0,1,1,0,71,70,1
"NYC","36085012200",714,150,147,3,19,18,1,4,4,0,127,125,2
"NYC","36085012500",214,60,60,0,9,9,0,0,0,0,51,51,0
"NYC","36085012804",604,146,145,1,40,39,1,3,3,0,103,103,0
"NYC","36085012805",82,23,23,0,3,3,0,1,1,0,19,19,0
"NYC","36085012806",250,60,60,0,7,7,0,3,3,0,50,50,0
"NYC","36085013201",219,67,67,0,4,4,0,1,1,0,62,62,0
"NYC","36085013203",469,134,131,3,14,13,1,4,3,1,116,115,1
"NYC","36085013204",436,112,111,1,18,17,1,2,2,0,92,92,0
"NYC","36085013301",46,22,22,0,5,5,0,0,0,0,17,17,0
"NYC","36085013302",571,184,184,0,41,41,0,13,13,0,130,130,0
"NYC","36085013400",611,148,147,1,25,24,1,4,4,0,119,119,0
"NYC","36085013800",521,142,140,2,15,15,0,2,1,1,124,123,1
"NYC","36085014100",207,64,63,1,14,13,1,2,2,0,48,48,0
"NYC","36085014604",533,108,108,0,16,16,0,6,6,0,86,86,0
"NYC","36085014605",178,57,57,0,3,3,0,2,2,0,52,52,0
"NYC","36085014606",394,84,83,1,5,5,0,2,2,0,77,76,1
"NYC","36085014607",457,96,96,0,14,14,0,0,0,0,82,82,0
"NYC","36085014608",135,47,47,0,5,5,0,0,0,0,42,42,0
"NYC","36085014700",742,187,186,1,23,23,0,3,3,0,161,160,1
"NYC","36085015100",437,70,69,1,13,13,0,1,1,0,56,55,1
"NYC","36085015400",74,15,14,1,3,2,1,2,2,0,10,10,0
